metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.24654413931853109,0.02748195429149937,-0.4035209743931836,0.00020601019095230823,-0.319336279925548,0.0003827044646797579,80
DI_all,False,0.901354756025027,4.475004035196026e-30,0.7291121561113849,1.7415643937691545e-14,0.6133500917098401,2.203514232145521e-12,80
INF_all,True,0.8191271959392855,1.6245873134730407e-20,0.6589724384112341,3.029273460885129e-11,0.5413885607370011,9.300782986781011e-10,80
INF_nwc,True,0.7702086257319695,1.0068147446999688e-13,0.4040674540073279,0.0009288232357770817,0.36646313255902324,0.0010800437077865563,64
INF_stacking,True,0.7655388157017388,1.3420194980873492e-16,0.6267958049969491,4.98023783652406e-10,0.5163009271512422,6.339908067591529e-09,80
INF_wc,True,0.8968649995271009,5.293788561142683e-29,0.6937424619967294,1.3655612844579086e-12,0.6110981515399107,1.4651272142538663e-10,79
mcq,False,0.8928090830534756,9.676048823151536e-29,0.6745353858747418,6.898281448021504e-12,0.5575859105041079,1.7086532815997716e-10,80
P-value,False,0.8791852431823466,7.876502814676602e-27,0.7430418021013422,2.9842016657307467e-15,0.6345767609253442,3.670822464861005e-13,80
RMSD,False,0.947697970673,1.9533639172785106e-40,0.7431011153346581,2.9611557145796422e-15,0.6352569223451032,3.5213730282858667e-13,80
TM-score,True,0.5947621998720453,5.978160683694342e-09,0.5334918436581552,3.4811973169499313e-07,0.42511840515657884,1.1541674110330569e-06,80
