metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.012199956573079585,0.8895775057708434,-0.02502428359334891,0.775784196523875,-0.014757587105238655,0.8053294752768662,132
DI_all,False,0.6443997603564565,7.64670947427125e-17,0.5712607919489711,8.50053079353398e-13,0.4148614022827859,2.379116220679887e-12,132
INF_all,True,0.8357688993620194,1.1841586714494725e-35,0.6271101952537086,8.643455776062901e-16,0.4655941112455684,3.93601297835448e-15,132
INF_nwc,True,-0.13208407825726687,0.13111496865504396,0.020213866308543868,0.8180496021754773,0.0159546702255264,0.8171871132903287,132
INF_stacking,True,0.7680580746912957,6.214508559881765e-27,0.6036199932395504,1.847836097730281e-14,0.43257948609750807,3.5908527903898383e-13,132
INF_wc,True,0.8297234678039094,1.0088806580799781e-34,0.5383156668970206,2.7910025866085597e-11,0.40562879997971446,9.220795846044602e-12,132
mcq,False,0.14968724155490964,0.08669711309855496,0.054670423246630594,0.5335427493359717,0.04765511610948139,0.4208470440394171,132
P-value,False,0.2956937416791736,0.0005768815597173002,0.3552677599711604,2.913901744499882e-05,0.2277124264899476,0.00012018054588191688,132
RMSD,False,0.34455579223189103,5.2191735302675e-05,0.3555371122171442,2.870725638788352e-05,0.22864131423084125,0.00011185896181201676,132
TM-score,True,0.7038293906222026,4.856235531002066e-21,0.537904130239065,2.9085405927891574e-11,0.3871126800138915,7.933872100129458e-11,132
lDDT,True,0.7961231752734337,3.8197120862969414e-30,0.7647631636807083,1.3828191712453814e-26,0.57912538778533,1.7141238066970575e-22,132
