metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.11424660662706031,0.47126501387224307,-0.26916843071591484,0.08475464632916402,-0.18764683469082563,0.08090921427767589,42
DI_all,False,0.6185558165150905,1.2665112517196632e-05,0.8760230127218216,3.0491810382121497e-14,0.7282229965156795,1.082801436857105e-11,42
INF_all,True,0.6181806974269677,1.286378764627448e-05,0.7193160229815223,8.008674695696955e-08,0.5538111982365553,2.476017986166072e-07,42
INF_nwc,True,0.022268717162857152,0.8886760181879176,-0.09231790286966939,0.5609190886283923,-0.06861530599575555,0.5664010298296311,42
INF_stacking,True,0.6666676416311297,1.4344903865844113e-06,0.7544264825284044,7.932225753822105e-09,0.5787333922944279,6.763732895691738e-08,42
INF_wc,True,0.5024981321706156,0.0006959603201013076,0.54029198914946,0.00022128514777945932,0.4119214024130849,0.00017479992511932355,42
mcq,False,0.5852686191117686,4.6793828227052375e-05,0.8417342004948075,2.8916253801147473e-12,0.6197678608491552,7.604109726345094e-09,42
P-value,False,0.2580491010306461,0.09895150884718623,0.6257460304592543,9.361111976847237e-06,0.5190927712274234,2.2410519309455986e-05,42
RMSD,False,0.7457542529256108,1.4535382134819367e-08,0.8056883558868811,1.2286643459738294e-10,0.6515679442508711,1.2035099489444651e-09,42
TM-score,True,0.8370050404500773,4.9755459163042366e-12,0.9703403597501516,2.7846780792334275e-26,0.870930821343372,4.733118174016461e-16,42
lDDT,True,0.7893347956934826,5.254936895155381e-10,0.8600721495994192,2.9428718722567976e-13,0.6895777636768496,1.3842204264094493e-10,42
