metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.3388483230046741,0.2359710873726505,0.4758093713065446,0.08548091232966887,0.28859164214632904,0.16960141349327562,14
DI_all,False,0.8758576185538349,4.023309184605177e-05,0.8461538461538461,0.00013625614917754875,0.6263736263736264,0.0012344453248471106,14
INF_all,True,0.45968689518846917,0.09818207081634472,0.6204624216595863,0.01790859702743863,0.3977961264790775,0.048407222283373554,14
INF_nwc,True,,,,,,,0
INF_stacking,True,0.6367222854248088,0.014341947672127462,0.737887252537764,0.0025891084819373985,0.5667016493297038,0.005104014018897196,14
INF_wc,True,0.06787458242709726,0.8176644043093966,0.23190841426097936,0.4249935244938895,0.15141892085983263,0.4685520659182373,14
mcq,False,-0.3583764616146178,0.20831468473397002,-0.12967032967032965,0.658619276321178,-0.09890109890109891,0.667174486232646,14
P-value,False,0.62637742772367,0.016541082894568213,0.8989010989010989,1.2358700865600781e-05,0.7362637362637363,7.724287672204338e-05,14
RMSD,False,0.9182392856384025,3.609325307901862e-06,0.8989010989010989,1.2358700865600781e-05,0.7362637362637363,7.724287672204338e-05,14
TM-score,True,0.6054488339882863,0.021764648141830205,0.5076923076923077,0.06383915813376861,0.3406593406593407,0.10102087460966429,14
