metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.4180194730107996,0.0008017019888258748,0.5085747541326096,2.8546194516801884e-05,0.3182227613778438,0.00034047973520565805,61
DI_all,False,0.7609827064551312,1.1007922319141506e-12,0.7651725505751685,6.971408282004037e-13,0.5802739726027397,4.3587056367038935e-11,61
INF_all,True,0.6625165101864723,6.0372849149777515e-09,0.6494987497564301,1.489510644599384e-08,0.47166114841815193,9.4877875109065e-08,61
INF_nwc,True,0.29146850684404574,0.09981437460633202,0.2457661742729874,0.16800770973047538,0.17739273154348303,0.1761688983480627,33
INF_stacking,True,0.6452488783584571,1.9817571620849506e-08,0.6765153432039012,2.172843719737719e-09,0.5022039427392742,1.311769788450506e-08,61
INF_wc,True,-0.018515273984446717,0.8873727767118459,-0.023665028376770456,0.8563429661113695,-0.021498642097017,0.8154725511209567,61
mcq,False,0.4286562761600562,0.0005675816101726213,0.40308888533890785,0.0012777630588260004,0.27529485595938213,0.001779690339787183,61
P-value,False,0.18197928491965515,0.16042272135728838,0.6227769771399504,8.356306657520305e-08,0.45053440990242727,3.115475592668123e-07,61
RMSD,False,0.6643004163817707,5.316085590927306e-09,0.6235356340076689,7.974828459945416e-08,0.4509589041095891,3.0159207334541267e-07,61
TM-score,True,0.5713048888810808,1.5213158643911258e-06,0.566352774356857,1.960536507529793e-06,0.4212932790847266,1.9550403147764097e-06,61
