metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.3270624984064343,0.004451308272154293,0.29229345472062107,0.011502677306492418,0.19248113756579716,0.015796754944709973,74
DI_all,False,0.8026012252735397,8.107164163312231e-18,0.9310732957154069,2.9688700139775822e-33,0.7975528364849833,1.0268574826280106e-23,74
INF_all,True,0.6193318893370046,4.042293244926541e-09,0.6242176271753839,2.8091147788693788e-09,0.46162985600373074,7.257463391551617e-09,74
INF_nwc,True,-0.17748666487799025,0.1303193290658189,-0.13713125006510543,0.2439873446895662,-0.112179001012764,0.18427834693210732,74
INF_stacking,True,0.7100317896756149,1.4049327235971915e-12,0.700931241011308,3.5701665353263074e-12,0.536678734774884,1.8834359667875324e-11,74
INF_wc,True,0.395024775738785,0.0004956737665524664,0.5607031001335983,2.0411051607055598e-07,0.4024173377391567,9.877188516036405e-07,74
mcq,False,0.533737630620301,9.738450574019563e-07,0.6035265467034999,1.2583595056045075e-08,0.4274048532035664,7.770096094687456e-08,74
P-value,False,0.3714074281757396,0.0011222009459873172,0.8924789280682035,1.3383445942529674e-26,0.7189707554630697,7.987385702302624e-19,74
RMSD,False,0.8048630532389222,5.586289332752989e-18,0.9002976851646154,1.0162158505648548e-27,0.7389692250648869,1.3832850341157884e-20,74
TM-score,True,0.7325770651892904,1.1859469255100464e-13,0.6977214741132632,4.91985194089331e-12,0.5325276085474339,2.8065622060268792e-11,74
lDDT,True,0.7755163865279155,4.973961315610797e-16,0.8010457301509619,1.0444732247480791e-17,0.6427531056062998,6.981880574427342e-16,74
