metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.08703581455767939,0.4093879807540135,-0.029025910611505185,0.7835789544762412,-0.005172779006654197,0.9491136176178478,92
DI_all,False,0.849491600862258,1.0005531924701529e-26,0.809904220785768,1.4487694272758426e-22,0.6768148273960608,1.3803206403184427e-17,92
INF_all,True,0.7709400834223682,2.5136784659816604e-19,0.7191373906708328,6.818681215905188e-16,0.5715066816922622,9.78519130314429e-13,92
INF_nwc,True,0.4948545666648439,5.32481286246945e-07,0.6646671336862132,5.027938236696259e-13,0.5480729451100715,8.451000909340421e-11,92
INF_stacking,True,0.7264491176501375,2.494101811832377e-16,0.7069120324226201,3.4201991170219223e-15,0.5706643236748487,1.3770184676713775e-12,92
INF_wc,True,0.8480516500061669,1.4853195062377262e-26,0.7675775576245188,4.464795429982243e-19,0.6529422883016935,2.093938913708851e-14,92
mcq,False,0.8176888169762648,2.6527278435923756e-23,0.7594836198836888,1.7121450230748886e-18,0.6142059178120493,9.211641120243815e-15,92
P-value,False,0.8056838821570879,3.521326603479398e-22,0.8289989989572676,1.9385671735658723e-24,0.7052343846057324,5.674179181199841e-19,92
RMSD,False,0.9046323089290652,4.2722570352981513e-35,0.8290357801076425,1.9215474774921154e-24,0.7057185382066851,5.4689143106780305e-19,92
TM-score,True,0.5428030537717761,2.2747397207876595e-08,0.6616664277412689,6.951963558767517e-13,0.5180005580604621,6.745970068232315e-11,92
lDDT,True,0.7814620585203599,3.902999372382489e-20,0.7850699857700014,2.0121793554803835e-20,0.6354217317131563,1.2347632348542853e-15,92
