metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.07376636355070881,0.5996264480020078,-0.08123509581795361,0.5630917131358328,-0.056855389960949354,0.553914560486093,53
DI_all,False,0.7926371290263786,1.5237830432421054e-12,0.8826173727275605,2.3949057561268806e-18,0.7107078508112867,5.920013153428054e-14,53
INF_all,True,0.6090393033757885,1.3039514729040949e-06,0.6582444696268475,8.477677578331595e-08,0.4584001443214008,1.4387260130482058e-06,53
INF_nwc,True,,,,,,,0
INF_stacking,True,0.3858340673653583,0.004326412184499168,0.4474274045350477,0.0007820085595042236,0.3007772657298513,0.0016040756688383401,53
INF_wc,True,0.6062015388186799,1.5054053275416005e-06,0.6205937605870517,7.158550762299832e-07,0.4322779422685817,6.888221282128972e-06,53
mcq,False,0.2660020927698679,0.0542056513203126,0.33233882998024433,0.015044007694364508,0.2222222222222222,0.01890631066305431,53
P-value,False,0.3373724502260478,0.01349454208001015,0.8779646586162736,6.089157024473112e-18,0.7125282092884906,7.362146232995693e-14,53
RMSD,False,0.7882693255959934,2.4491480158983528e-12,0.8831818091983346,2.1328645551407776e-18,0.7150635679766267,4.160866628294759e-14,53
TM-score,True,0.6466034524819548,1.6917440563755023e-07,0.7621784169769132,3.3644853766077805e-11,0.5865240996930834,6.531661689988309e-10,53
