metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.054839846561352795,0.6908799660688202,0.03168012077212089,0.8183970075143123,0.038242053397408146,0.6838531634467437,55
DI_all,False,0.6673397223640982,2.6346371731704643e-08,0.8930014430014432,5.104257658602552e-20,0.7400673400673402,1.4844111153909565e-15,55
INF_all,True,0.6289789531657806,2.707643326223318e-07,0.6865111670652021,7.206830635537786e-09,0.5084420975590422,4.559576935476082e-08,55
INF_nwc,True,-0.11412570278031531,0.8075134588432754,-0.18712029714127995,0.6878667525275877,-0.15877683720748895,0.6338389313837578,7
INF_stacking,True,0.5399995041049391,2.0906163586292108e-05,0.6365621009723953,1.752255104383461e-07,0.46284047914650184,6.55233025925756e-07,55
INF_wc,True,0.647884723509607,8.946275659399922e-08,0.7402090580171031,1.0606625658944963e-10,0.5788519912313982,7.919895594225437e-10,55
mcq,False,0.3726588563815908,0.005079729143648881,0.3246811811708053,0.015584075659198454,0.22499159241836683,0.015318919902910195,55
P-value,False,0.5538447145167094,1.1526417485248453e-05,0.8815613844619847,6.494936201596143e-19,0.7190028586601513,9.45809003219984e-15,55
RMSD,False,0.8449482370753677,5.058559134965545e-16,0.8815094068787365,6.566455470437438e-19,0.718086938676584,1.0030138948145602e-14,55
TM-score,True,0.8655613891611016,1.5142211210852507e-17,0.7151233158791351,8.57738210434507e-10,0.5484658905202361,3.720920023027873e-09,55
