metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.16529420453825605,0.05097384600388911,0.14984878356703626,0.07720638661193223,0.09388051715418451,0.10283545316513532,140
DI_all,False,0.6043403265361237,2.6629195115926956e-15,0.8256316718390162,4.090376086379216e-36,0.6541679578555933,3.664958403135812e-30,140
INF_all,True,0.6785595389387764,3.2109669446453507e-20,0.9121632119455078,2.5669307822048474e-55,0.7381327434576145,7.478999531269893e-38,140
INF_nwc,True,0.5114428702104212,1.0647454071514823e-10,0.558736204069922,7.293099164727411e-13,0.4355722688730644,7.719210661492049e-11,140
INF_stacking,True,0.6470701226611821,5.7503121437721175e-18,0.8920687244557763,1.887269365359211e-49,0.7095280017483903,4.3057529355626783e-35,140
INF_wc,True,0.639605248280572,1.801584584075413e-17,0.9086461100424957,3.407106998144523e-54,0.7570411263257758,1.1631448540474932e-39,140
mcq,False,0.5077394091429014,1.524150291376615e-10,0.5930567356862454,1.1597555467007334e-14,0.4418496801500083,1.3079073645634506e-14,140
P-value,False,0.19763883150476286,0.019249398291091974,0.1518673741423308,0.0732590657034567,0.1228952640327426,0.05464278493763542,140
RMSD,False,0.4922299889373031,6.539153892642548e-10,0.23796963951019046,0.004636775086127284,0.17012705299039355,0.00299999732307274,140
TM-score,True,0.9170638388696447,5.800754428258178e-57,0.706507892639532,1.8141089850223505e-22,0.5393863126254546,5.966514889786995e-21,140
lDDT,True,0.81247163095579,3.8208314043170527e-34,0.957609735004234,1.8205810343538763e-76,0.838060071504518,3.02203437462035e-48,140
