Lab,Num,INF wc
TS128,5,0.837
TS128,1,0.879
TS232,3,0.980
TS287,1,0.939
TS119,3,0.911
TS076,4,0.896
TS119,2,0.908
TS110,1,0.870
TS110,4,0.788
TS439,2,0.623
TS392,5,0.788
TS119,4,0.908
TS392,3,0.901
TS035,3,0.894
TS248,3,0.920
TS470,3,0.791
TS489,3,0.791
TS035,5,0.927
TS248,4,0.927
TS470,5,0.746
TS489,5,0.746
TS470,1,0.765
TS489,1,0.765
TS054,3,0.951
TS470,4,0.824
TS489,4,0.824
TS470,2,0.765
TS489,2,0.765
TS035,2,0.894
TS248,2,0.894
TS054,2,0.927
TS229,1,0.595
TS239,1,0.595
TS439,4,0.595
TS434,3,0.653
TS125,3,0.907
TS081,4,0.917
TS128,2,0.894
TS110,5,0.797
TS229,4,0.548
TS416,1,0.896
TS227,3,0.647
TS119,5,0.713
TS229,3,0.543
TS239,5,0.543
TS147,2,0.641
TS229,2,0.420
TS439,1,0.420
TS035,1,0.927
TS248,1,0.927
TS185,1,0.736
TS076,1,0.849
TS235,5,0.688
TS235,3,0.551
TS185,3,0.631
TS235,2,0.625
TS238,2,0.322
TS054,4,0.639
TS125,4,0.639
TS416,5,0.639
TS035,4,0.928
TS235,1,0.600
TS245,2,0.381
TS232,4,0.950
TS434,1,0.660
TS229,5,0.607
TS239,3,0.607
TS054,5,0.922
TS439,5,0.441
TS147,4,0.614
TS076,2,0.916
TS416,4,0.871
TS287,5,0.909
TS227,2,0.680
TS081,3,0.950
TS185,4,0.622
TS434,5,0.680
TS238,4,0.340
TS238,1,0.420
TS232,5,0.938
TS235,4,0.558
TS392,1,0.894
TS238,3,0.219
TS416,3,0.905
TS238,5,0.298
TS125,5,0.919
TS287,2,0.959
TS185,2,0.657
TS177,1,0.367
TS227,4,0.686
TS081,2,0.948
TS128,4,0.680
TS081,1,0.960
TS439,3,0.660
TS147,5,0.687
TS110,3,0.915
TS227,5,0.626
TS392,2,0.857
TS081,5,0.960
TS392,4,0.887
TS185,5,0.280
TS287,4,0.949
TS434,2,0.660
TS147,3,0.694
TS029,1,0.098
TS029,4,0.000
TS239,2,0.479
TS147,1,0.680
TS245,1,0.400
TS385,1,0.400
TS232,1,0.970
TS245,4,0.309
TS054,1,0.960
TS287,3,0.925
TS119,1,0.950
TS232,2,0.970
TS125,2,0.695
TS076,3,0.660
TS110,2,0.905
TS076,5,0.929
TS128,3,0.876
TS239,4,0.626
TS125,1,0.640
TS416,2,0.640
TS029,3,0.387
TS227,1,0.674
TS029,2,0.000
TS245,5,0.301
TS245,3,0.298
TS248,5,0.000
TS434,4,0.660
TS097,3,0.000
TS097,2,0.000
TS029,5,0.000
TS097,1,0.000
TS131,2,0.000
TS131,5,0.000
TS131,4,0.000
TS131,3,0.152
TS131,1,0.000
TS091,1,-
TS091,2,-
TS091,3,-
TS091,4,-
TS091,5,-
