Lab,Num,INF stacking
TS128,5,0.692
TS128,1,0.768
TS232,3,0.818
TS287,1,0.808
TS119,3,0.829
TS076,4,0.804
TS119,2,0.786
TS110,1,0.767
TS110,4,0.741
TS439,2,0.716
TS392,5,0.681
TS119,4,0.788
TS392,3,0.735
TS035,3,0.781
TS248,3,0.800
TS470,3,0.706
TS489,3,0.706
TS035,5,0.790
TS248,4,0.790
TS470,5,0.755
TS489,5,0.755
TS470,1,0.700
TS489,1,0.700
TS054,3,0.827
TS470,4,0.778
TS489,4,0.778
TS470,2,0.727
TS489,2,0.727
TS035,2,0.774
TS248,2,0.774
TS054,2,0.779
TS229,1,0.697
TS239,1,0.697
TS439,4,0.697
TS434,3,0.748
TS125,3,0.772
TS081,4,0.738
TS128,2,0.802
TS110,5,0.725
TS229,4,0.734
TS416,1,0.738
TS227,3,0.765
TS119,5,0.807
TS229,3,0.712
TS239,5,0.712
TS147,2,0.727
TS229,2,0.661
TS439,1,0.661
TS035,1,0.791
TS248,1,0.791
TS185,1,0.714
TS076,1,0.769
TS235,5,0.745
TS235,3,0.691
TS185,3,0.755
TS235,2,0.717
TS238,2,0.584
TS054,4,0.667
TS125,4,0.667
TS416,5,0.667
TS035,4,0.826
TS235,1,0.773
TS245,2,0.635
TS232,4,0.775
TS434,1,0.741
TS229,5,0.733
TS239,3,0.733
TS054,5,0.775
TS439,5,0.637
TS147,4,0.749
TS076,2,0.785
TS416,4,0.759
TS287,5,0.777
TS227,2,0.679
TS081,3,0.715
TS185,4,0.709
TS434,5,0.723
TS238,4,0.588
TS238,1,0.656
TS232,5,0.770
TS235,4,0.754
TS392,1,0.779
TS238,3,0.678
TS416,3,0.774
TS238,5,0.676
TS125,5,0.825
TS287,2,0.794
TS185,2,0.672
TS177,1,0.519
TS227,4,0.703
TS081,2,0.755
TS128,4,0.761
TS081,1,0.765
TS439,3,0.736
TS147,5,0.771
TS110,3,0.758
TS227,5,0.710
TS392,2,0.784
TS081,5,0.764
TS392,4,0.673
TS185,5,0.653
TS287,4,0.800
TS434,2,0.700
TS147,3,0.735
TS029,1,0.490
TS029,4,0.394
TS239,2,0.695
TS147,1,0.685
TS245,1,0.648
TS385,1,0.648
TS232,1,0.792
TS245,4,0.608
TS054,1,0.784
TS287,3,0.736
TS119,1,0.811
TS232,2,0.789
TS125,2,0.738
TS076,3,0.775
TS110,2,0.784
TS076,5,0.781
TS128,3,0.826
TS239,4,0.758
TS125,1,0.665
TS416,2,0.665
TS029,3,0.530
TS227,1,0.697
TS029,2,0.316
TS245,5,0.673
TS245,3,0.659
TS248,5,0.622
TS434,4,0.733
TS097,3,0.390
TS097,2,0.312
TS029,5,0.628
TS097,1,0.371
TS131,2,0.651
TS131,5,0.657
TS131,4,0.664
TS131,3,0.756
TS131,1,0.738
TS091,1,0.653
TS091,2,0.609
TS091,3,0.656
TS091,4,0.702
TS091,5,0.685
