Lab,Num,P-value
TS128,5,0.00e+00
TS128,1,0.00e+00
TS232,3,0.00e+00
TS287,1,0.00e+00
TS119,3,0.00e+00
TS076,4,0.00e+00
TS119,2,0.00e+00
TS110,1,0.00e+00
TS110,4,0.00e+00
TS439,2,0.00e+00
TS392,5,0.00e+00
TS119,4,0.00e+00
TS392,3,0.00e+00
TS035,3,0.00e+00
TS248,3,0.00e+00
TS470,3,0.00e+00
TS489,3,0.00e+00
TS035,5,0.00e+00
TS248,4,0.00e+00
TS470,5,0.00e+00
TS489,5,0.00e+00
TS470,1,0.00e+00
TS489,1,0.00e+00
TS054,3,0.00e+00
TS470,4,0.00e+00
TS489,4,0.00e+00
TS470,2,0.00e+00
TS489,2,0.00e+00
TS035,2,0.00e+00
TS248,2,0.00e+00
TS054,2,0.00e+00
TS229,1,0.00e+00
TS239,1,0.00e+00
TS439,4,0.00e+00
TS434,3,0.00e+00
TS125,3,0.00e+00
TS081,4,0.00e+00
TS128,2,0.00e+00
TS110,5,0.00e+00
TS229,4,0.00e+00
TS416,1,0.00e+00
TS227,3,0.00e+00
TS119,5,0.00e+00
TS229,3,0.00e+00
TS239,5,0.00e+00
TS147,2,0.00e+00
TS229,2,0.00e+00
TS439,1,0.00e+00
TS035,1,0.00e+00
TS248,1,0.00e+00
TS185,1,0.00e+00
TS076,1,0.00e+00
TS235,5,0.00e+00
TS235,3,0.00e+00
TS185,3,0.00e+00
TS235,2,5.55e-17
TS238,2,5.55e-17
TS054,4,5.55e-17
TS125,4,5.55e-17
TS416,5,5.55e-17
TS035,4,1.66e-16
TS235,1,2.78e-16
TS245,2,3.33e-16
TS232,4,3.33e-16
TS434,1,3.33e-16
TS229,5,4.44e-16
TS239,3,4.44e-16
TS054,5,1.17e-15
TS439,5,2.00e-15
TS147,4,2.44e-15
TS076,2,2.44e-15
TS416,4,3.11e-15
TS287,5,3.61e-15
TS227,2,2.84e-14
TS081,3,3.15e-14
TS185,4,1.30e-13
TS434,5,1.85e-13
TS238,4,2.32e-13
TS238,1,7.92e-13
TS232,5,1.64e-12
TS235,4,1.84e-12
TS392,1,2.87e-12
TS238,3,3.00e-12
TS416,3,4.97e-12
TS238,5,5.64e-12
TS125,5,5.87e-12
TS287,2,6.17e-12
TS185,2,6.85e-12
TS177,1,7.94e-12
TS227,4,4.34e-11
TS081,2,7.85e-11
TS128,4,8.09e-11
TS081,1,1.17e-10
TS439,3,2.14e-10
TS147,5,3.40e-10
TS110,3,4.78e-10
TS227,5,7.12e-10
TS392,2,1.49e-09
TS081,5,1.80e-09
TS392,4,2.32e-09
TS185,5,2.97e-09
TS287,4,3.28e-09
TS434,2,5.19e-09
TS147,3,7.82e-09
TS029,1,9.79e-09
TS029,4,1.17e-08
TS239,2,1.20e-08
TS147,1,1.26e-08
TS245,1,1.32e-08
TS385,1,1.32e-08
TS232,1,2.14e-08
TS245,4,2.24e-08
TS054,1,2.44e-08
TS287,3,3.19e-08
TS119,1,3.55e-08
TS232,2,6.89e-08
TS125,2,9.03e-08
TS076,3,1.37e-07
TS110,2,1.48e-07
TS076,5,2.33e-07
TS128,3,3.20e-07
TS239,4,4.26e-07
TS125,1,2.60e-06
TS416,2,2.60e-06
TS029,3,2.92e-06
TS227,1,7.16e-06
TS029,2,9.77e-06
TS245,5,3.71e-04
TS245,3,6.06e-03
TS248,5,6.79e-03
TS434,4,2.64e-02
TS097,3,1.70e-01
TS097,2,6.17e-01
TS029,5,6.36e-01
TS097,1,7.08e-01
TS131,2,9.09e-01
TS131,5,9.93e-01
TS131,4,1.00e+00
TS131,3,1.00e+00
TS131,1,1.00e+00
TS091,1,1.00e+00
TS091,2,1.00e+00
TS091,3,1.00e+00
TS091,4,1.00e+00
TS091,5,1.00e+00
