Lab,Num,INF stacking
TS287,4,0.779
TS287,2,0.794
TS287,3,0.723
TS232,1,0.743
TS128,1,0.857
TS287,1,0.813
TS232,3,0.743
TS232,2,0.705
TS128,3,0.857
TS232,4,0.794
TS238,1,0.546
TS229,1,0.588
TS081,1,0.723
TS232,5,0.743
TS239,1,0.529
TS439,5,0.529
TS444,1,0.529
TS287,5,0.835
TS416,1,0.688
TS229,2,0.648
TS444,2,0.648
TS128,4,0.741
TS416,3,0.597
TS439,2,0.668
TS128,2,0.705
TS081,2,0.814
TS416,5,0.708
TS416,2,0.751
TS470,1,0.824
TS489,1,0.824
TS081,3,0.667
TS110,1,0.606
TS416,4,0.688
TS110,2,0.667
TS081,4,0.689
TS110,3,0.588
TS238,2,0.506
TS185,5,0.688
TS128,5,0.824
TS439,3,0.708
TS229,4,0.471
TS163,1,0.439
TS163,2,0.439
TS110,5,0.626
TS185,2,0.743
TS185,1,0.688
TS110,4,0.583
TS054,1,0.612
TS125,3,0.612
TS185,4,0.723
TS235,3,0.635
TS125,2,0.686
TS185,3,0.686
TS444,3,0.686
TS235,2,0.572
TS054,3,0.612
TS235,4,0.705
TS029,1,0.612
TS239,3,0.514
TS444,5,0.514
TS054,4,0.706
TS054,5,0.647
TS470,5,0.529
TS489,5,0.529
TS035,5,0.460
TS046,5,0.460
TS248,3,0.454
TS444,4,0.380
TS470,3,0.380
TS470,4,0.380
TS489,3,0.380
TS489,4,0.380
TS081,5,0.606
TS119,2,0.635
TS163,3,0.350
TS235,5,0.688
TS163,5,0.514
TS229,5,0.514
TS439,1,0.706
TS248,2,0.564
TS035,3,0.454
TS046,3,0.454
TS119,4,0.824
TS392,5,0.635
TS248,1,0.626
TS035,4,0.583
TS046,4,0.583
TS248,4,0.583
TS035,2,0.519
TS046,2,0.519
TS054,2,0.651
TS248,5,0.564
TS035,1,0.439
TS046,1,0.439
TS392,4,0.635
TS229,3,0.488
TS239,2,0.488
TS392,3,0.556
TS235,1,0.724
TS392,2,0.713
TS392,1,0.629
TS125,1,0.668
TS125,4,0.594
TS029,2,0.313
TS119,1,0.651
TS119,5,0.693
TS119,3,0.621
TS439,4,0.564
TS147,3,0.741
TS434,3,0.708
TS227,5,0.621
TS076,5,0.728
TS125,5,0.724
TS434,1,0.813
TS227,2,0.626
TS147,2,0.686
TS177,1,0.723
TS227,1,0.668
TS434,4,0.668
TS147,5,0.588
TS434,2,0.723
TS227,3,0.529
TS076,3,0.713
TS076,4,0.631
TS076,1,0.679
TS076,2,0.657
TS147,4,0.546
TS097,1,0.383
TS147,1,0.629
TS245,3,0.635
TS385,3,0.635
TS245,4,0.672
TS385,4,0.672
TS131,3,0.607
TS470,2,0.529
TS489,2,0.529
TS245,5,0.688
TS385,5,0.688
TS245,2,0.621
TS385,2,0.621
TS245,1,0.582
TS385,1,0.582
TS131,5,0.607
TS131,2,0.679
TS091,5,0.538
TS239,4,0.708
TS163,4,0.412
TS131,1,0.597
TS131,4,0.621
TS091,4,0.429
TS091,3,0.485
TS091,2,0.537
TS091,1,0.458
