Lab,Num,TM-score
TS287,4,0.3710
TS287,2,0.3870
TS287,3,0.4260
TS232,1,0.4010
TS128,1,0.3030
TS287,1,0.4070
TS232,3,0.3600
TS232,2,0.4250
TS128,3,0.3010
TS232,4,0.3780
TS238,1,0.2380
TS229,1,0.2790
TS081,1,0.3080
TS232,5,0.3950
TS239,1,0.2150
TS439,5,0.2150
TS444,1,0.2150
TS287,5,0.4160
TS416,1,0.3150
TS229,2,0.2570
TS444,2,0.2570
TS128,4,0.2490
TS416,3,0.2570
TS439,2,0.2280
TS128,2,0.4120
TS081,2,0.3060
TS416,5,0.2090
TS416,2,0.2560
TS470,1,0.2430
TS489,1,0.2430
TS081,3,0.2600
TS110,1,0.2140
TS416,4,0.1960
TS110,2,0.2250
TS081,4,0.2650
TS110,3,0.2210
TS238,2,0.2290
TS185,5,0.1910
TS128,5,0.3560
TS439,3,0.2260
TS229,4,0.2160
TS163,1,0.1360
TS163,2,0.1360
TS110,5,0.2580
TS185,2,0.1670
TS185,1,0.1840
TS110,4,0.2700
TS054,1,0.2160
TS125,3,0.2160
TS185,4,0.1870
TS235,3,0.1300
TS125,2,0.2060
TS185,3,0.1760
TS444,3,0.2060
TS235,2,0.3170
TS054,3,0.2190
TS235,4,0.2750
TS029,1,0.3470
TS239,3,0.2310
TS444,5,0.2310
TS054,4,0.2310
TS054,5,0.1620
TS470,5,0.4160
TS489,5,0.4160
TS035,5,0.2490
TS046,5,0.2490
TS248,3,0.2860
TS444,4,0.4290
TS470,3,0.4290
TS470,4,0.4290
TS489,3,0.4290
TS489,4,0.4290
TS081,5,0.1750
TS119,2,0.1680
TS163,3,0.1850
TS235,5,0.1500
TS163,5,0.1780
TS229,5,0.1780
TS439,1,0.2470
TS248,2,0.2770
TS035,3,0.2330
TS046,3,0.2330
TS119,4,0.2200
TS392,5,0.1900
TS248,1,0.2530
TS035,4,0.2620
TS046,4,0.2620
TS248,4,0.2710
TS035,2,0.2660
TS046,2,0.2660
TS054,2,0.1770
TS248,5,0.2420
TS035,1,0.2020
TS046,1,0.2020
TS392,4,0.1630
TS229,3,0.2070
TS239,2,0.2070
TS392,3,0.1770
TS235,1,0.2010
TS392,2,0.1600
TS392,1,0.1590
TS125,1,0.2070
TS125,4,0.1640
TS029,2,0.2290
TS119,1,0.1780
TS119,5,0.1890
TS119,3,0.1820
TS439,4,0.1190
TS147,3,0.2420
TS434,3,0.2570
TS227,5,0.2720
TS076,5,0.2160
TS125,5,0.1320
TS434,1,0.1620
TS227,2,0.1920
TS147,2,0.1440
TS177,1,0.1700
TS227,1,0.1790
TS434,4,0.1790
TS147,5,0.1920
TS434,2,0.1880
TS227,3,0.1540
TS076,3,0.1970
TS076,4,0.1240
TS076,1,0.1430
TS076,2,0.1380
TS147,4,0.1540
TS097,1,0.1220
TS147,1,0.1610
TS245,3,0.1400
TS385,3,0.1400
TS245,4,0.1440
TS385,4,0.1440
TS131,3,0.1410
TS470,2,0.1570
TS489,2,0.1570
TS245,5,0.1480
TS385,5,0.1480
TS245,2,0.1410
TS385,2,0.1410
TS245,1,0.1260
TS385,1,0.1260
TS131,5,0.1200
TS131,2,0.1770
TS091,5,0.1450
TS239,4,0.2010
TS163,4,0.1720
TS131,1,0.1530
TS131,4,0.1560
TS091,4,0.0830
TS091,3,0.1230
TS091,2,0.1580
TS091,1,0.1040
