Lab,Num,INF stacking
TS232,4,0.874
TS232,3,0.879
TS232,5,0.871
TS081,4,0.874
TS081,2,0.851
TS081,3,0.851
TS081,5,0.868
TS081,1,0.836
TS287,1,0.873
TS287,3,0.868
TS232,2,0.812
TS232,1,0.815
TS287,4,0.859
TS128,2,0.801
TS128,1,0.743
TS119,3,0.734
TS128,4,0.773
TS287,2,0.810
TS238,1,0.031
TS054,2,0.824
TS287,5,0.857
TS076,1,0.835
TS125,5,0.835
TS416,5,0.835
TS439,1,0.835
TS125,2,0.737
TS439,2,0.737
TS119,2,0.738
TS054,3,0.735
TS054,1,0.751
TS076,2,0.744
TS125,1,0.744
TS416,1,0.744
TS439,3,0.744
TS229,5,0.730
TS239,3,0.730
TS439,5,0.730
TS076,3,0.737
TS128,5,0.738
TS229,3,0.681
TS239,2,0.681
TS416,2,0.681
TS238,2,0.019
TS227,4,0.744
TS245,5,0.684
TS125,3,0.748
TS416,3,0.748
TS245,4,0.614
TS147,5,0.725
TS119,1,0.695
TS392,5,0.768
TS229,2,0.042
TS054,5,0.815
TS238,3,0.017
TS076,5,0.777
TS229,4,0.777
TS239,4,0.777
TS416,4,0.777
TS439,4,0.777
TS227,1,0.799
TS185,3,0.687
TS054,4,0.740
TS239,5,0.700
TS489,3,0.425
TS227,2,0.702
TS489,1,0.570
TS434,1,0.794
TS470,5,0.471
TS434,3,0.811
TS229,1,0.081
TS239,1,0.081
TS147,3,0.712
TS470,3,0.461
TS227,3,0.783
TS470,4,0.437
TS470,1,0.555
TS245,1,0.619
TS385,1,0.619
TS434,5,0.781
TS470,2,0.411
TS489,5,0.510
TS489,4,0.438
TS489,2,0.410
TS119,5,0.831
TS227,5,0.777
TS238,4,0.010
TS147,2,0.787
TS128,3,0.827
TS125,4,0.826
TS392,2,0.739
TS076,4,0.784
TS185,4,0.678
TS147,1,0.792
TS434,2,0.794
TS119,4,0.824
TS029,1,0.469
TS029,2,0.469
TS185,2,0.715
TS434,4,0.802
TS147,4,0.809
TS185,1,0.641
TS392,4,0.757
TS185,5,0.615
TS245,3,0.676
TS245,2,0.696
TS035,5,0.728
TS248,5,0.728
TS035,1,0.729
TS248,1,0.729
TS235,1,0.514
TS035,4,0.724
TS248,4,0.724
TS235,2,0.525
TS035,2,0.727
TS248,2,0.727
TS392,3,0.762
TS035,3,0.734
TS248,3,0.734
TS097,5,0.337
TS097,3,0.364
TS097,4,0.356
TS097,2,0.387
TS097,1,0.377
TS392,1,0.696
TS177,1,0.537
TS131,3,0.747
TS131,1,0.747
TS131,2,0.739
TS131,4,0.742
TS131,5,0.744
