Lab,Num,TM-score
TS232,4,0.8000
TS232,3,0.7890
TS232,5,0.7860
TS081,4,0.7360
TS081,2,0.7170
TS081,3,0.7000
TS081,5,0.6750
TS081,1,0.6500
TS287,1,0.6210
TS287,3,0.6000
TS232,2,0.6310
TS232,1,0.6300
TS287,4,0.4590
TS128,2,0.3690
TS128,1,0.3930
TS119,3,0.3230
TS128,4,0.4030
TS287,2,0.4410
TS238,1,0.1380
TS054,2,0.2520
TS287,5,0.3740
TS076,1,0.2960
TS125,5,0.2960
TS416,5,0.2960
TS439,1,0.2960
TS125,2,0.2570
TS439,2,0.2570
TS119,2,0.2800
TS054,3,0.1590
TS054,1,0.2060
TS076,2,0.2840
TS125,1,0.2840
TS416,1,0.2840
TS439,3,0.2840
TS229,5,0.2770
TS239,3,0.2770
TS439,5,0.2770
TS076,3,0.2640
TS128,5,0.2620
TS229,3,0.2830
TS239,2,0.2830
TS416,2,0.2830
TS238,2,0.1150
TS227,4,0.3080
TS245,5,0.2300
TS125,3,0.2410
TS416,3,0.2410
TS245,4,0.2110
TS147,5,0.2340
TS119,1,0.1890
TS392,5,0.2560
TS229,2,0.1390
TS054,5,0.1810
TS238,3,0.0730
TS076,5,0.2710
TS229,4,0.2710
TS239,4,0.2710
TS416,4,0.2710
TS439,4,0.2710
TS227,1,0.2540
TS185,3,0.2290
TS054,4,0.2330
TS239,5,0.1850
TS489,3,0.1770
TS227,2,0.1950
TS489,1,0.1770
TS434,1,0.1750
TS470,5,0.1760
TS434,3,0.2210
TS229,1,0.1430
TS239,1,0.1430
TS147,3,0.1710
TS470,3,0.1970
TS227,3,0.2120
TS470,4,0.1750
TS470,1,0.1720
TS245,1,0.1640
TS385,1,0.1640
TS434,5,0.2230
TS470,2,0.1790
TS489,5,0.1740
TS489,4,0.1760
TS489,2,0.1660
TS119,5,0.2430
TS227,5,0.2360
TS238,4,0.0650
TS147,2,0.2420
TS128,3,0.1800
TS125,4,0.1790
TS392,2,0.1990
TS076,4,0.1890
TS185,4,0.1710
TS147,1,0.1880
TS434,2,0.1550
TS119,4,0.1540
TS029,1,0.1670
TS029,2,0.1670
TS185,2,0.1560
TS434,4,0.1920
TS147,4,0.1880
TS185,1,0.1730
TS392,4,0.1780
TS185,5,0.1930
TS245,3,0.1610
TS245,2,0.1640
TS035,5,0.1270
TS248,5,0.1270
TS035,1,0.1460
TS248,1,0.1460
TS235,1,0.1780
TS035,4,0.1690
TS248,4,0.1690
TS235,2,0.1860
TS035,2,0.1590
TS248,2,0.1590
TS392,3,0.2100
TS035,3,0.1690
TS248,3,0.1690
TS097,5,0.1160
TS097,3,0.1050
TS097,4,0.1010
TS097,2,0.1090
TS097,1,0.1130
TS392,1,0.1090
TS177,1,0.1010
TS131,3,0.0740
TS131,1,0.0600
TS131,2,0.0730
TS131,4,0.0650
TS131,5,0.0710
