Lab,Num,P-value
TS232,4,0.00e+00
TS232,3,0.00e+00
TS232,5,0.00e+00
TS081,4,0.00e+00
TS081,2,0.00e+00
TS081,3,0.00e+00
TS081,5,0.00e+00
TS081,1,0.00e+00
TS287,1,0.00e+00
TS287,3,0.00e+00
TS232,2,0.00e+00
TS232,1,0.00e+00
TS287,4,0.00e+00
TS128,2,0.00e+00
TS128,1,0.00e+00
TS119,3,0.00e+00
TS128,4,0.00e+00
TS287,2,0.00e+00
TS238,1,0.00e+00
TS054,2,0.00e+00
TS287,5,0.00e+00
TS076,1,0.00e+00
TS125,5,0.00e+00
TS416,5,0.00e+00
TS439,1,0.00e+00
TS125,2,0.00e+00
TS439,2,0.00e+00
TS119,2,0.00e+00
TS054,3,0.00e+00
TS054,1,0.00e+00
TS076,2,0.00e+00
TS125,1,0.00e+00
TS416,1,0.00e+00
TS439,3,0.00e+00
TS229,5,0.00e+00
TS239,3,0.00e+00
TS439,5,0.00e+00
TS076,3,0.00e+00
TS128,5,0.00e+00
TS229,3,0.00e+00
TS239,2,0.00e+00
TS416,2,0.00e+00
TS238,2,0.00e+00
TS227,4,0.00e+00
TS245,5,0.00e+00
TS125,3,0.00e+00
TS416,3,0.00e+00
TS245,4,0.00e+00
TS147,5,0.00e+00
TS119,1,0.00e+00
TS392,5,0.00e+00
TS229,2,0.00e+00
TS054,5,0.00e+00
TS238,3,0.00e+00
TS076,5,0.00e+00
TS229,4,0.00e+00
TS239,4,0.00e+00
TS416,4,0.00e+00
TS439,4,0.00e+00
TS227,1,0.00e+00
TS185,3,0.00e+00
TS054,4,0.00e+00
TS239,5,0.00e+00
TS489,3,0.00e+00
TS227,2,0.00e+00
TS489,1,0.00e+00
TS434,1,0.00e+00
TS470,5,0.00e+00
TS434,3,0.00e+00
TS229,1,0.00e+00
TS239,1,0.00e+00
TS147,3,0.00e+00
TS470,3,0.00e+00
TS227,3,0.00e+00
TS470,4,0.00e+00
TS470,1,0.00e+00
TS245,1,0.00e+00
TS385,1,0.00e+00
TS434,5,0.00e+00
TS470,2,0.00e+00
TS489,5,0.00e+00
TS489,4,0.00e+00
TS489,2,0.00e+00
TS119,5,0.00e+00
TS227,5,0.00e+00
TS238,4,0.00e+00
TS147,2,0.00e+00
TS128,3,0.00e+00
TS125,4,0.00e+00
TS392,2,0.00e+00
TS076,4,0.00e+00
TS185,4,0.00e+00
TS147,1,0.00e+00
TS434,2,0.00e+00
TS119,4,0.00e+00
TS029,1,0.00e+00
TS029,2,0.00e+00
TS185,2,0.00e+00
TS434,4,0.00e+00
TS147,4,0.00e+00
TS185,1,0.00e+00
TS392,4,0.00e+00
TS185,5,0.00e+00
TS245,3,0.00e+00
TS245,2,2.67e-14
TS035,5,8.95e-11
TS248,5,8.95e-11
TS035,1,6.07e-09
TS248,1,6.07e-09
TS235,1,1.48e-04
TS035,4,5.55e-04
TS248,4,5.55e-04
TS235,2,3.59e-03
TS035,2,1.29e-02
TS248,2,1.29e-02
TS392,3,3.57e-02
TS035,3,8.97e-02
TS248,3,8.97e-02
TS097,5,1.13e-01
TS097,3,1.17e-01
TS097,4,3.20e-01
TS097,2,3.38e-01
TS097,1,5.78e-01
TS392,1,1.00e+00
TS177,1,1.00e+00
TS131,3,1.00e+00
TS131,1,1.00e+00
TS131,2,1.00e+00
TS131,4,1.00e+00
TS131,5,1.00e+00
