Lab,Num,P-value
TS232,4,0.00e+00
TS232,2,0.00e+00
TS416,3,0.00e+00
TS416,4,0.00e+00
TS416,2,0.00e+00
TS232,5,0.00e+00
TS470,4,0.00e+00
TS489,4,0.00e+00
TS470,1,0.00e+00
TS489,1,0.00e+00
TS470,2,0.00e+00
TS489,2,0.00e+00
TS232,1,0.00e+00
TS416,1,0.00e+00
TS128,3,0.00e+00
TSR04,3,0.00e+00
TS470,3,0.00e+00
TS489,3,0.00e+00
TSR01,5,0.00e+00
TS287,2,0.00e+00
TSR01,7,0.00e+00
TS287,4,0.00e+00
TSR01,2,0.00e+00
TSR01,4,0.00e+00
TSR01,9,0.00e+00
TS287,1,0.00e+00
TSR01,1,0.00e+00
TS232,3,0.00e+00
TS054,3,0.00e+00
TS054,1,0.00e+00
TS054,2,0.00e+00
TS054,5,0.00e+00
TS125,2,0.00e+00
TS125,3,0.00e+00
TS125,1,0.00e+00
TS054,4,0.00e+00
TS416,5,0.00e+00
TS125,4,0.00e+00
TS125,5,0.00e+00
TSR06,4,0.00e+00
TSR06,5,0.00e+00
TS163,1,0.00e+00
TS081,4,0.00e+00
TSR08,4,0.00e+00
TSR06,2,0.00e+00
TSR06,1,0.00e+00
TS229,1,5.55e-17
TS229,2,5.55e-17
TS229,3,5.55e-17
TS229,4,5.55e-17
TS229,5,5.55e-17
TSR06,3,3.89e-16
TS470,5,1.11e-15
TS489,5,1.11e-15
TS238,1,1.50e-15
TSR02,8,4.25e-12
TS081,3,7.80e-11
TSR08,3,7.80e-11
TS081,2,2.68e-10
TSR08,2,2.68e-10
TS081,1,3.56e-09
TSR08,1,3.56e-09
TS128,5,7.51e-08
TSR04,5,7.51e-08
TS439,1,3.05e-07
TSR01,8,5.81e-07
TS287,5,2.13e-06
TS147,2,4.47e-06
TS439,3,4.84e-06
TSR01,10,6.70e-06
TS128,1,1.00e-05
TSR04,1,1.00e-05
TSR05,3,1.16e-05
TS119,5,1.19e-05
TS029,2,1.64e-05
TSR01,6,1.99e-05
TS287,3,2.02e-05
TS029,1,2.33e-05
TS147,4,2.61e-05
TS119,3,4.61e-05
TS227,1,7.41e-05
TSR01,3,8.15e-05
TS119,4,1.75e-04
TS227,4,1.81e-04
TS119,2,3.18e-04
TS128,2,3.86e-04
TSR04,2,3.86e-04
TSR05,1,4.72e-04
TS147,5,4.83e-04
TS434,3,5.77e-04
TS439,2,6.42e-04
TS227,5,6.89e-04
TS248,5,1.22e-03
TSR07,3,1.62e-03
TS227,3,2.26e-03
TSR05,4,2.30e-03
TS147,3,3.54e-03
TSR07,1,4.21e-03
TS119,1,5.67e-03
TSR07,4,5.68e-03
TS235,3,6.64e-03
TSR03,1,6.72e-03
TS235,2,8.34e-03
TSR05,2,1.24e-02
TSR02,6,1.58e-02
TS128,4,1.70e-02
TSR04,4,1.70e-02
TSR03,4,2.13e-02
TS147,1,2.22e-02
TS235,5,2.60e-02
TS385,4,2.77e-02
TSR07,5,2.82e-02
TS385,3,2.96e-02
TS285,3,3.56e-02
TS285,4,4.48e-02
TSR03,2,4.56e-02
TSR03,3,4.90e-02
TSR07,2,6.34e-02
TS285,5,6.87e-02
TS285,1,7.14e-02
TS385,2,7.28e-02
TS035,3,1.21e-01
TSR03,5,1.22e-01
TSR02,5,1.56e-01
TS285,2,1.98e-01
TS439,5,1.99e-01
TS245,1,2.00e-01
TS385,1,2.02e-01
TS385,5,2.39e-01
TS434,5,3.54e-01
TS235,4,3.70e-01
TS035,4,4.94e-01
TS035,2,4.96e-01
TS434,1,6.08e-01
TSR02,10,6.66e-01
TSR02,2,6.73e-01
TS035,5,6.78e-01
TS434,4,7.09e-01
TS434,2,7.16e-01
TS227,2,7.85e-01
TS035,1,7.93e-01
TS439,4,8.44e-01
TSR02,9,8.90e-01
TS248,1,9.96e-01
TSR02,4,9.98e-01
TSR02,3,9.99e-01
TS097,1,9.99e-01
TSR02,7,1.00e+00
TSR02,1,1.00e+00
TS248,4,1.00e+00
TS248,3,1.00e+00
TS248,2,1.00e+00
TS235,1,1.00e+00
TS131,4,1.00e+00
TS131,3,1.00e+00
TS131,5,1.00e+00
TS131,2,1.00e+00
TS091,5,1.00e+00
TS131,1,1.00e+00
TS091,3,1.00e+00
TS091,1,1.00e+00
TS091,2,1.00e+00
TS091,4,1.00e+00
