Lab,Num,TM-score
TS110,2,0.5360
TS128,1,0.5040
TS125,3,0.4080
TS416,3,0.4080
TS035,3,0.4700
TS054,1,0.4540
TS128,4,0.4440
TS232,5,0.4190
TS076,5,0.5150
TS035,5,0.3250
TS392,4,0.3110
TS119,3,0.4270
TS128,3,0.3680
TS076,1,0.3390
TS119,5,0.3930
TS229,2,0.2840
TS287,4,0.3480
TS110,4,0.3600
TS287,1,0.3520
TS035,2,0.3080
TS229,5,0.2890
TS035,4,0.3310
TS248,1,0.3310
TS076,2,0.3200
TS229,1,0.3250
TS125,4,0.2780
TS416,4,0.2780
TS392,1,0.3190
TS416,2,0.2840
TS119,1,0.3930
TS239,1,0.3230
TS054,5,0.2690
TS470,5,0.2980
TS489,5,0.2980
TS248,3,0.4570
TS239,4,0.3220
TS229,4,0.2940
TS239,3,0.2620
TS227,4,0.3420
TS287,3,0.3900
TS229,3,0.3500
TS434,1,0.3450
TS125,2,0.3640
TS434,3,0.3250
TS470,2,0.2420
TS489,2,0.2420
TS238,2,0.2840
TS054,3,0.2810
TS239,2,0.2560
TS147,1,0.3460
TS385,3,0.2450
TS245,3,0.2420
TS147,2,0.3590
TS416,1,0.3070
TS434,2,0.3610
TS470,4,0.2440
TS489,4,0.2440
TS238,1,0.3190
TS147,3,0.3310
TS470,1,0.2450
TS489,1,0.2450
TS110,3,0.3000
TS232,3,0.2930
TS470,3,0.2780
TS489,3,0.2780
TS232,2,0.2840
TS147,5,0.3600
TS239,5,0.2830
TS076,4,0.2670
TS434,5,0.3100
TS081,2,0.3050
TS434,4,0.3630
TS248,4,0.3750
TS227,1,0.3590
TS235,3,0.3340
TS235,2,0.3620
TS232,1,0.2760
TS125,5,0.3210
TS416,5,0.3210
TS245,4,0.2320
TS227,3,0.3410
TS227,2,0.3190
TS385,4,0.2280
TS227,5,0.3450
TS287,2,0.3470
TS081,4,0.3690
TS054,4,0.3250
TS081,1,0.3110
TS128,2,0.2970
TS081,3,0.2940
TS185,5,0.3090
TS235,4,0.3240
TS035,1,0.2850
TS128,5,0.3440
TS147,4,0.3460
TS185,2,0.3450
TS235,5,0.3180
TS119,2,0.3020
TS248,5,0.3070
TS185,1,0.3460
TS235,1,0.3340
TS054,2,0.3030
TS185,3,0.3400
TS076,3,0.3120
TS392,2,0.2610
TS185,4,0.3240
TS110,1,0.3250
TS125,1,0.3140
TS287,5,0.3100
TS245,1,0.2400
TS119,4,0.2920
TS385,1,0.2410
TS385,2,0.2080
TS245,2,0.2040
TS232,4,0.3730
TS392,5,0.3610
TS081,5,0.2920
TS248,2,0.3520
TS385,5,0.2050
TS245,5,0.2070
TS029,4,0.2440
TS029,2,0.2520
TS029,3,0.2700
TS177,1,0.1430
TS097,2,0.2060
TS392,3,0.2590
TS097,1,0.2260
TS131,5,0.2020
TS131,4,0.2090
TS131,3,0.2260
TS029,1,0.2470
TS131,2,0.2680
TS131,1,0.1470
TS091,1,0.1640
TS091,2,0.1390
TS091,4,0.1410
TS091,3,0.1650
TS091,5,0.1160
