Lab,Num,INF stacking
TS285,5,0.786
TS285,1,0.741
TS285,3,0.709
TS054,4,0.700
TS229,5,0.657
TS439,4,0.706
TS239,2,0.621
TS285,2,0.709
TS147,1,0.709
TS227,1,0.709
TS434,1,0.709
TS125,1,0.653
TS229,1,0.630
TS125,3,0.687
TS239,1,0.628
TS081,1,0.775
TS416,3,0.709
TS238,2,0.530
TS229,3,0.646
TS229,4,0.679
TS235,5,0.664
TS125,2,0.673
TS470,4,0.720
TS238,1,0.653
TS110,3,0.733
TS439,5,0.715
TS110,2,0.709
TS229,2,0.626
TS439,2,0.726
TS439,3,0.673
TS147,4,0.740
TS227,4,0.740
TS434,4,0.740
TS125,5,0.659
TS239,3,0.698
TS081,2,0.735
TS110,5,0.699
TS235,3,0.738
TS110,1,0.641
TS081,3,0.712
TS416,5,0.752
TS489,4,0.696
TS489,3,0.680
TS489,1,0.660
TS489,2,0.690
TS416,1,0.703
TS235,1,0.617
TS239,5,0.616
TS054,1,0.623
TS163,2,0.394
TS489,5,0.680
TS163,3,0.558
TS110,4,0.677
TS416,4,0.677
TS235,2,0.628
TS185,1,0.762
TS147,5,0.669
TS227,5,0.669
TS434,5,0.669
TS185,4,0.749
TS081,5,0.724
TS285,4,0.567
TS185,3,0.746
TS054,2,0.680
TS470,2,0.723
TS119,5,0.659
TS076,1,0.657
TS239,4,0.643
TS416,2,0.613
TS439,1,0.703
TS232,5,0.760
TS147,3,0.653
TS227,3,0.653
TS434,3,0.653
TS470,1,0.702
TS470,5,0.663
TS147,2,0.696
TS227,2,0.696
TS434,2,0.696
TS470,3,0.648
TS232,2,0.751
TS287,4,0.767
TS235,4,0.721
TS081,4,0.703
TS287,2,0.765
TS185,2,0.748
TS119,1,0.659
TS287,3,0.771
TS287,5,0.771
TS119,4,0.687
TS119,2,0.694
TS287,1,0.770
TS076,3,0.649
TS185,5,0.760
TS163,1,0.473
TS054,5,0.665
TS392,1,0.607
TS054,3,0.673
TS029,1,0.641
TS392,3,0.591
TS232,4,0.761
TS392,4,0.569
TS035,2,0.637
TS245,2,0.597
TS385,2,0.597
TS125,4,0.679
TS232,3,0.775
TS232,1,0.740
TS035,4,0.643
TS035,3,0.591
TS076,4,0.633
TS392,5,0.592
TS119,3,0.624
TS035,5,0.613
TS035,1,0.625
TS392,2,0.646
TS076,5,0.655
TS248,3,0.610
TS245,4,0.557
TS385,4,0.557
TS245,3,0.596
TS385,3,0.596
TS076,2,0.633
TS245,5,0.557
TS385,5,0.557
TS131,4,0.588
TS245,1,0.569
TS385,1,0.569
TS248,5,0.592
TS177,1,0.464
TS248,2,0.569
TS131,1,0.571
TS248,1,0.563
TS097,1,0.308
TS029,2,0.453
TS029,3,0.456
TS248,4,0.539
TS131,5,0.602
TS131,2,0.625
TS131,3,0.609
TS091,2,0.409
TS091,1,0.506
TS091,4,0.529
TS091,5,0.446
TS091,3,0.426
