Lab,Num,TM-score
TS285,5,0.6610
TS285,1,0.5710
TS285,3,0.4830
TS054,4,0.4970
TS229,5,0.5240
TS439,4,0.6000
TS239,2,0.6070
TS285,2,0.3830
TS147,1,0.4500
TS227,1,0.4500
TS434,1,0.4500
TS125,1,0.4360
TS229,1,0.5430
TS125,3,0.3620
TS239,1,0.5020
TS081,1,0.5040
TS416,3,0.5060
TS238,2,0.4030
TS229,3,0.5350
TS229,4,0.5120
TS235,5,0.4150
TS125,2,0.3770
TS470,4,0.6140
TS238,1,0.4520
TS110,3,0.5410
TS439,5,0.5350
TS110,2,0.5350
TS229,2,0.5230
TS439,2,0.5260
TS439,3,0.5290
TS147,4,0.4230
TS227,4,0.4230
TS434,4,0.4230
TS125,5,0.4060
TS239,3,0.5160
TS081,2,0.5320
TS110,5,0.5370
TS235,3,0.4860
TS110,1,0.5440
TS081,3,0.5190
TS416,5,0.4800
TS489,4,0.4830
TS489,3,0.4820
TS489,1,0.4830
TS489,2,0.4760
TS416,1,0.4860
TS235,1,0.3660
TS239,5,0.5030
TS054,1,0.3970
TS163,2,0.3380
TS489,5,0.4620
TS163,3,0.4200
TS110,4,0.5400
TS416,4,0.4790
TS235,2,0.3360
TS185,1,0.4900
TS147,5,0.3710
TS227,5,0.3710
TS434,5,0.3710
TS185,4,0.4840
TS081,5,0.4820
TS285,4,0.3450
TS185,3,0.5000
TS054,2,0.4140
TS470,2,0.5350
TS119,5,0.3500
TS076,1,0.3680
TS239,4,0.5140
TS416,2,0.4780
TS439,1,0.5200
TS232,5,0.4720
TS147,3,0.3760
TS227,3,0.3760
TS434,3,0.3760
TS470,1,0.5360
TS470,5,0.5340
TS147,2,0.3530
TS227,2,0.3530
TS434,2,0.3530
TS470,3,0.5330
TS232,2,0.4600
TS287,4,0.4490
TS235,4,0.4680
TS081,4,0.4120
TS287,2,0.4420
TS185,2,0.5030
TS119,1,0.3810
TS287,3,0.4360
TS287,5,0.4430
TS119,4,0.4090
TS119,2,0.3350
TS287,1,0.4340
TS076,3,0.4050
TS185,5,0.4960
TS163,1,0.3490
TS054,5,0.3040
TS392,1,0.2710
TS054,3,0.3100
TS029,1,0.4330
TS392,3,0.2950
TS232,4,0.4670
TS392,4,0.3080
TS035,2,0.2660
TS245,2,0.1880
TS385,2,0.1880
TS125,4,0.2720
TS232,3,0.4850
TS232,1,0.4900
TS035,4,0.3160
TS035,3,0.3090
TS076,4,0.3230
TS392,5,0.2690
TS119,3,0.2470
TS035,5,0.3200
TS035,1,0.2750
TS392,2,0.2620
TS076,5,0.2570
TS248,3,0.2430
TS245,4,0.1630
TS385,4,0.1630
TS245,3,0.1560
TS385,3,0.1560
TS076,2,0.2380
TS245,5,0.1640
TS385,5,0.1640
TS131,4,0.2230
TS245,1,0.1660
TS385,1,0.1660
TS248,5,0.2370
TS177,1,0.2220
TS248,2,0.3310
TS131,1,0.2320
TS248,1,0.3160
TS097,1,0.1640
TS029,2,0.2470
TS029,3,0.3010
TS248,4,0.2830
TS131,5,0.2730
TS131,2,0.1710
TS131,3,0.1990
TS091,2,0.1270
TS091,1,0.1360
TS091,4,0.1250
TS091,5,0.1100
TS091,3,0.1070
