Lab,Num,INF wc
TS285,5,0.941
TS285,1,0.941
TS285,3,0.894
TS054,4,0.899
TS229,5,0.709
TS439,4,0.679
TS239,2,0.617
TS285,2,0.905
TS147,1,0.876
TS227,1,0.876
TS434,1,0.876
TS125,1,0.932
TS229,1,0.651
TS125,3,0.951
TS239,1,0.737
TS081,1,0.961
TS416,3,0.887
TS238,2,0.506
TS229,3,0.610
TS229,4,0.737
TS235,5,0.768
TS125,2,0.922
TS470,4,0.838
TS238,1,0.653
TS110,3,0.803
TS439,5,0.895
TS110,2,0.850
TS229,2,0.606
TS439,2,0.763
TS439,3,0.874
TS147,4,0.922
TS227,4,0.922
TS434,4,0.922
TS125,5,0.941
TS239,3,0.668
TS081,2,0.941
TS110,5,0.814
TS235,3,0.863
TS110,1,0.803
TS081,3,0.961
TS416,5,0.928
TS489,4,0.807
TS489,3,0.815
TS489,1,0.850
TS489,2,0.780
TS416,1,0.805
TS235,1,0.825
TS239,5,0.680
TS054,1,0.900
TS163,2,0.475
TS489,5,0.873
TS163,3,0.426
TS110,4,0.815
TS416,4,0.744
TS235,2,0.855
TS185,1,0.786
TS147,5,0.855
TS227,5,0.855
TS434,5,0.855
TS185,4,0.795
TS081,5,0.694
TS285,4,0.751
TS185,3,0.807
TS054,2,0.920
TS470,2,0.815
TS119,5,0.920
TS076,1,0.932
TS239,4,0.671
TS416,2,0.739
TS439,1,0.861
TS232,5,0.952
TS147,3,0.837
TS227,3,0.837
TS434,3,0.837
TS470,1,0.826
TS470,5,0.827
TS147,2,0.928
TS227,2,0.928
TS434,2,0.928
TS470,3,0.815
TS232,2,0.952
TS287,4,0.767
TS235,4,0.863
TS081,4,0.941
TS287,2,0.793
TS185,2,0.908
TS119,1,0.913
TS287,3,0.739
TS287,5,0.754
TS119,4,0.915
TS119,2,0.941
TS287,1,0.765
TS076,3,0.932
TS185,5,0.917
TS163,1,0.426
TS054,5,0.939
TS392,1,0.584
TS054,3,0.889
TS029,1,0.491
TS392,3,0.611
TS232,4,0.952
TS392,4,0.589
TS035,2,0.653
TS245,2,0.402
TS385,2,0.402
TS125,4,0.941
TS232,3,0.952
TS232,1,0.952
TS035,4,0.843
TS035,3,0.822
TS076,4,0.700
TS392,5,0.653
TS119,3,0.922
TS035,5,0.735
TS035,1,0.633
TS392,2,0.626
TS076,5,0.686
TS248,3,0.535
TS245,4,0.298
TS385,4,0.298
TS245,3,0.408
TS385,3,0.408
TS076,2,0.490
TS245,5,0.189
TS385,5,0.189
TS131,4,0.000
TS245,1,0.250
TS385,1,0.250
TS248,5,0.240
TS177,1,0.073
TS248,2,0.204
TS131,1,0.000
TS248,1,0.182
TS097,1,0.053
TS029,2,0.154
TS029,3,0.000
TS248,4,0.131
TS131,5,0.000
TS131,2,0.000
TS131,3,0.000
TS091,2,-
TS091,1,-
TS091,4,-
TS091,5,-
TS091,3,-
