Lab,Num,P-value
TS285,5,0.00e+00
TS285,1,0.00e+00
TS285,3,0.00e+00
TS054,4,0.00e+00
TS229,5,0.00e+00
TS439,4,0.00e+00
TS239,2,0.00e+00
TS285,2,0.00e+00
TS147,1,0.00e+00
TS227,1,0.00e+00
TS434,1,0.00e+00
TS125,1,0.00e+00
TS229,1,0.00e+00
TS125,3,0.00e+00
TS239,1,0.00e+00
TS081,1,0.00e+00
TS416,3,0.00e+00
TS238,2,0.00e+00
TS229,3,0.00e+00
TS229,4,0.00e+00
TS235,5,0.00e+00
TS125,2,0.00e+00
TS470,4,0.00e+00
TS238,1,0.00e+00
TS110,3,0.00e+00
TS439,5,0.00e+00
TS110,2,0.00e+00
TS229,2,0.00e+00
TS439,2,0.00e+00
TS439,3,0.00e+00
TS147,4,0.00e+00
TS227,4,0.00e+00
TS434,4,0.00e+00
TS125,5,0.00e+00
TS239,3,0.00e+00
TS081,2,0.00e+00
TS110,5,0.00e+00
TS235,3,0.00e+00
TS110,1,0.00e+00
TS081,3,0.00e+00
TS416,5,0.00e+00
TS489,4,0.00e+00
TS489,3,0.00e+00
TS489,1,0.00e+00
TS489,2,0.00e+00
TS416,1,0.00e+00
TS235,1,0.00e+00
TS239,5,0.00e+00
TS054,1,0.00e+00
TS163,2,0.00e+00
TS489,5,0.00e+00
TS163,3,0.00e+00
TS110,4,0.00e+00
TS416,4,0.00e+00
TS235,2,0.00e+00
TS185,1,0.00e+00
TS147,5,0.00e+00
TS227,5,0.00e+00
TS434,5,0.00e+00
TS185,4,0.00e+00
TS081,5,0.00e+00
TS285,4,0.00e+00
TS185,3,0.00e+00
TS054,2,0.00e+00
TS470,2,0.00e+00
TS119,5,0.00e+00
TS076,1,0.00e+00
TS239,4,0.00e+00
TS416,2,0.00e+00
TS439,1,0.00e+00
TS232,5,0.00e+00
TS147,3,0.00e+00
TS227,3,0.00e+00
TS434,3,0.00e+00
TS470,1,0.00e+00
TS470,5,0.00e+00
TS147,2,0.00e+00
TS227,2,0.00e+00
TS434,2,0.00e+00
TS470,3,0.00e+00
TS232,2,0.00e+00
TS287,4,0.00e+00
TS235,4,0.00e+00
TS081,4,0.00e+00
TS287,2,0.00e+00
TS185,2,0.00e+00
TS119,1,0.00e+00
TS287,3,0.00e+00
TS287,5,0.00e+00
TS119,4,0.00e+00
TS119,2,0.00e+00
TS287,1,0.00e+00
TS076,3,0.00e+00
TS185,5,0.00e+00
TS163,1,0.00e+00
TS054,5,0.00e+00
TS392,1,0.00e+00
TS054,3,0.00e+00
TS029,1,0.00e+00
TS392,3,0.00e+00
TS232,4,5.55e-17
TS392,4,1.66e-16
TS035,2,7.22e-16
TS245,2,4.44e-15
TS385,2,4.44e-15
TS125,4,2.43e-14
TS232,3,2.84e-14
TS232,1,5.32e-14
TS035,4,1.85e-13
TS035,3,7.73e-13
TS076,4,2.00e-12
TS392,5,9.77e-12
TS119,3,6.47e-11
TS035,5,1.45e-10
TS035,1,8.03e-09
TS392,2,4.47e-08
TS076,5,2.30e-06
TS248,3,3.15e-06
TS245,4,5.25e-06
TS385,4,5.25e-06
TS245,3,3.47e-04
TS385,3,3.47e-04
TS076,2,7.27e-04
TS245,5,8.78e-04
TS385,5,8.78e-04
TS131,4,1.20e-02
TS245,1,2.18e-01
TS385,1,2.18e-01
TS248,5,5.49e-01
TS177,1,7.54e-01
TS248,2,8.17e-01
TS131,1,9.09e-01
TS248,1,9.16e-01
TS097,1,9.90e-01
TS029,2,9.96e-01
TS029,3,9.99e-01
TS248,4,1.00e+00
TS131,5,1.00e+00
TS131,2,1.00e+00
TS131,3,1.00e+00
TS091,2,1.00e+00
TS091,1,1.00e+00
TS091,4,1.00e+00
TS091,5,1.00e+00
TS091,3,1.00e+00
