Lab,Num,INF nwc
Bujnicki,4,0.577
Bujnicki,1,0.600
Bujnicki,5,0.000
Das,2,0.405
Bujnicki,3,0.775
Bujnicki,2,0.548
RNAComposerHuman,5,0.354
Das,1,0.316
Das,3,0.224
Das,4,0.365
RNAComposer,4,0.447
RNAComposerHuman,1,0.000
RNAComposer,3,0.258
RNAComposer,5,0.632
Xiao3,5,-
Chen,2,0.000
RNAComposerHuman,4,0.354
RNAComposerHuman,2,0.316
Chen,4,0.316
Chen,3,0.000
RNAComposer,2,-
Chen,5,0.000
RNAComposer,1,0.577
Xiao,3,0.316
Xiao2,3,0.316
RNAComposerHuman,3,0.354
Das,5,0.447
RW3D,8,0.000
RW3D,9,0.000
RW3D,3,0.000
simRNA,1,0.000
RW3D,7,0.000
RW3D,10,0.000
RW3D,4,0.000
Xiao3,1,0.289
RW3D,2,0.000
RW3D,1,0.000
Xiao2,4,0.000
Xiao,4,0.000
Xiao3,3,0.000
simRNA,4,-
Xiao3,4,0.000
Xiao3,2,0.000
Xiao,2,0.000
simRNA,5,-
Xiao2,2,0.000
RW3D,6,0.000
Chen,1,-
RW3D,5,0.000
Xiao,5,0.000
Xiao2,5,0.000
simRNA,3,0.000
simRNA,2,0.000
Xiao2,1,-
Xiao,1,-
