Lab,Num,INF wc
Bujnicki,4,0.898
Bujnicki,1,0.960
Bujnicki,5,0.902
Das,2,0.876
Bujnicki,3,0.959
Bujnicki,2,0.960
RNAComposerHuman,5,0.981
Das,1,0.917
Das,3,0.960
Das,4,0.938
RNAComposer,4,0.920
RNAComposerHuman,1,0.902
RNAComposer,3,0.939
RNAComposer,5,0.938
Xiao3,5,0.760
Chen,2,0.898
RNAComposerHuman,4,0.885
RNAComposerHuman,2,0.960
Chen,4,0.898
Chen,3,0.898
RNAComposer,2,0.941
Chen,5,0.367
RNAComposer,1,1.000
Xiao,3,0.568
Xiao2,3,0.568
RNAComposerHuman,3,0.885
Das,5,0.917
RW3D,8,0.907
RW3D,9,0.907
RW3D,3,0.907
simRNA,1,0.000
RW3D,7,0.913
RW3D,10,0.928
RW3D,4,0.907
Xiao3,1,0.780
RW3D,2,0.928
RW3D,1,0.907
Xiao2,4,0.404
Xiao,4,0.404
Xiao3,3,0.666
simRNA,4,0.302
Xiao3,4,0.671
Xiao3,2,0.610
Xiao,2,0.291
simRNA,5,0.200
Xiao2,2,0.291
RW3D,6,0.945
Chen,1,0.941
RW3D,5,0.928
Xiao,5,0.258
Xiao2,5,0.258
simRNA,3,0.000
simRNA,2,0.167
Xiao2,1,0.520
Xiao,1,0.520
