Lab,Num,DI all
Bujnicki,4,5.695
Bujnicki,1,5.680
Bujnicki,5,6.221
Das,2,8.170
Bujnicki,3,7.527
Bujnicki,2,7.734
RNAComposerHuman,5,8.066
Das,1,9.231
Das,3,9.871
Das,4,14.183
RNAComposer,4,14.013
RNAComposerHuman,1,15.422
RNAComposer,3,16.538
RNAComposer,5,15.470
Xiao3,5,17.868
Chen,2,19.023
RNAComposerHuman,4,18.917
RNAComposerHuman,2,19.823
Chen,4,19.957
Chen,3,22.503
RNAComposer,2,21.145
Chen,5,29.826
RNAComposer,1,20.744
Xiao,3,31.517
Xiao2,3,31.839
RNAComposerHuman,3,22.687
Das,5,23.258
RW3D,8,24.971
RW3D,9,25.553
RW3D,3,25.145
simRNA,1,47.392
RW3D,7,26.548
RW3D,10,26.292
RW3D,4,26.996
Xiao3,1,28.253
RW3D,2,26.982
RW3D,1,27.120
Xiao2,4,40.177
Xiao,4,40.385
Xiao3,3,29.667
simRNA,4,40.725
Xiao3,4,29.529
Xiao3,2,30.312
Xiao,2,39.129
simRNA,5,40.775
Xiao2,2,39.290
RW3D,6,28.587
Chen,1,27.684
RW3D,5,29.224
Xiao,5,42.701
Xiao2,5,43.037
simRNA,3,62.217
simRNA,2,47.722
Xiao2,1,40.981
Xiao,1,41.118
