Lab,Num,INF wc
Chen,1,0.840
Chen,9,0.798
Chen,4,0.873
Ding,4,0.798
Szachniuk,3,0.851
Ding,8,0.825
Ding,3,0.829
Ding,7,0.825
Ding,6,0.802
Chen,2,0.813
Chen,10,0.837
Ding,2,0.825
Ding,1,0.798
Bujnicki,4,0.840
Ding,5,0.825
Xiao,4,0.819
Szachniuk,1,0.851
Bujnicki,2,0.786
Xiao,1,0.856
Chen,5,0.905
Chen,6,0.891
Chen,3,0.802
Chen,7,0.891
Szachniuk,2,0.742
Szachniuk,4,0.742
Bujnicki,3,0.772
Bujnicki,1,0.798
Xiao,5,0.617
Bujnicki,5,0.837
Szachniuk,5,0.882
Xiao,2,0.857
Chen,8,0.837
Xiao,3,0.837
Nithin,1,0.000
