Lab,Num,DI all
Chen,1,7.483
Chen,9,11.206
Chen,4,13.294
Ding,4,18.548
Szachniuk,3,16.561
Ding,8,18.244
Ding,3,19.477
Ding,7,20.401
Ding,6,21.100
Chen,2,20.057
Chen,10,21.696
Ding,2,21.455
Ding,1,21.518
Bujnicki,4,20.693
Ding,5,23.474
Xiao,4,20.596
Szachniuk,1,21.468
Bujnicki,2,22.026
Xiao,1,21.377
Chen,5,23.488
Chen,6,23.887
Chen,3,24.012
Chen,7,24.390
Szachniuk,2,23.496
Szachniuk,4,25.378
Bujnicki,3,25.911
Bujnicki,1,25.817
Xiao,5,31.486
Bujnicki,5,25.306
Szachniuk,5,27.452
Xiao,2,28.250
Chen,8,29.973
Xiao,3,29.011
Nithin,1,67.573
