Lab,Num,INF nwc
Das,5,0.000
Das,1,0.000
Das,2,0.000
Xiao,1,0.000
Das,8,0.000
Adamiak,5,-
Xiao,2,0.250
Das,9,0.000
Bujnicki,2,0.000
Das,6,0.000
RNAComposer,1,0.204
Adamiak,4,-
Xiao,5,0.354
RNAComposer,2,0.000
Das,10,0.000
Adamiak,2,-
RNAComposer,3,0.000
Dokholyan,5,-
Bujnicki,1,-
Das,7,0.000
Chen,5,0.354
Xiao,4,0.250
SimRNA,5,0.000
Das,3,0.000
Xiao,3,-
Dokholyan,3,0.000
Dokholyan,4,-
SimRNA,3,0.000
Bujnicki,5,0.000
SimRNA,4,0.000
Chen,4,0.354
Das,4,0.000
Chen,2,0.354
RNAComposer,4,0.354
Chen,1,0.354
Bujnicki,4,-
SimRNA,2,-
SimRNA,1,-
Bujnicki,3,-
Adamiak,3,0.204
RNAComposer,5,0.250
Adamiak,1,-
Dokholyan,1,-
Dokholyan,2,-
Chen,3,0.354
