Lab,Num,DI all
Adamiak,8,8.776
Adamiak,10,8.741
SimRNAAS1,1,10.146
Adamiak,9,10.692
Adamiak,2,9.601
RNAComposerAS1,1,9.601
Adamiak,3,10.296
RNAComposerAS1,2,10.296
Adamiak,7,11.135
Chen,6,12.051
Adamiak,5,11.646
RNAComposerAS2,2,11.646
Adamiak,4,11.693
RNAComposerAS2,1,11.693
Chen,3,11.357
Adamiak,6,11.349
Adamiak,1,13.175
SimRNAAS2,7,14.495
Chen,10,13.515
Chen,1,12.859
Chen,4,13.193
RW3DAS2,4,14.942
RW3DAS2,5,16.434
Chen,7,16.260
RW3DAS1,5,15.930
SimRNAAS2,4,16.568
RW3DAS2,1,16.900
Chen,8,18.125
RW3DAS2,8,20.013
Chen,9,20.952
RW3DAS1,4,20.507
RW3DAS1,9,19.656
RW3DAS2,7,20.937
SimRNAAS2,9,19.969
RW3DAS1,7,20.382
RW3DAS1,3,19.855
RW3DAS2,10,19.247
RW3DAS1,6,21.479
RW3DAS2,9,20.606
RW3DAS1,2,20.517
SimRNAAS2,1,20.954
Chen,2,22.507
Chen,5,22.828
RW3DAS1,1,22.206
RW3DAS2,3,24.659
RW3DAS2,2,24.401
SimRNAAS1,3,45.399
RW3DAS1,10,25.723
RW3DAS2,6,26.717
SimRNAAS1,7,28.360
SimRNAAS2,2,25.834
RW3DAS1,8,29.289
SimRNAAS1,9,27.067
SimRNAAS1,10,29.300
SimRNAAS2,10,28.023
SimRNAAS2,3,28.540
SimRNAAS1,8,30.086
SimRNAAS2,5,27.867
SimRNAAS2,6,29.589
SimRNAAS1,2,34.401
SimRNAAS1,5,34.504
SimRNAAS2,8,30.914
SimRNAAS1,6,47.974
SimRNAAS1,4,46.073
3dRNAAS2,2,36.681
3dRNAAS2,4,37.216
3dRNAAS2,5,36.716
3dRNAAS2,7,36.414
3dRNAAS2,9,37.255
3dRNAAS2,3,37.485
3dRNAAS2,6,37.302
3dRNAAS2,10,37.319
3dRNAAS2,1,37.056
3dRNAAS2,8,37.216
