Lab,Num,P-value
Adamiak,8,0.00e+00
Adamiak,10,0.00e+00
SimRNAAS1,1,0.00e+00
Adamiak,9,0.00e+00
Adamiak,2,0.00e+00
RNAComposerAS1,1,0.00e+00
Adamiak,3,5.55e-17
RNAComposerAS1,2,5.55e-17
Adamiak,7,5.55e-17
Chen,6,5.55e-17
Adamiak,5,1.11e-16
RNAComposerAS2,2,1.11e-16
Adamiak,4,1.66e-16
RNAComposerAS2,1,1.66e-16
Chen,3,2.22e-16
Adamiak,6,3.33e-16
Adamiak,1,6.11e-16
SimRNAAS2,7,2.83e-15
Chen,10,3.00e-15
Chen,1,4.55e-15
Chen,4,6.87e-14
RW3DAS2,4,9.57e-14
RW3DAS2,5,1.85e-12
Chen,7,4.70e-12
RW3DAS1,5,7.41e-12
SimRNAAS2,4,1.13e-11
RW3DAS2,1,1.60e-10
Chen,8,1.71e-10
RW3DAS2,8,1.17e-08
Chen,9,1.53e-08
RW3DAS1,4,1.87e-08
RW3DAS1,9,2.15e-08
RW3DAS2,7,3.33e-08
SimRNAAS2,9,5.49e-08
RW3DAS1,7,5.81e-08
RW3DAS1,3,1.70e-07
RW3DAS2,10,2.89e-07
RW3DAS1,6,3.00e-07
RW3DAS2,9,5.65e-07
RW3DAS1,2,7.90e-07
SimRNAAS2,1,1.49e-06
Chen,2,9.45e-06
Chen,5,2.28e-05
RW3DAS1,1,2.28e-05
RW3DAS2,3,3.68e-05
RW3DAS2,2,4.91e-05
SimRNAAS1,3,1.97e-04
RW3DAS1,10,2.05e-04
RW3DAS2,6,1.22e-03
SimRNAAS1,7,2.14e-03
SimRNAAS2,2,4.53e-03
RW3DAS1,8,7.95e-03
SimRNAAS1,9,8.17e-03
SimRNAAS1,10,1.32e-02
SimRNAAS2,10,1.37e-02
SimRNAAS2,3,2.23e-02
SimRNAAS1,8,2.67e-02
SimRNAAS2,5,2.91e-02
SimRNAAS2,6,4.84e-02
SimRNAAS1,2,6.50e-02
SimRNAAS1,5,8.17e-02
SimRNAAS2,8,2.17e-01
SimRNAAS1,6,2.45e-01
SimRNAAS1,4,6.62e-01
3dRNAAS2,2,7.42e-01
3dRNAAS2,4,7.43e-01
3dRNAAS2,5,7.46e-01
3dRNAAS2,7,7.46e-01
3dRNAAS2,9,7.48e-01
3dRNAAS2,3,7.48e-01
3dRNAAS2,6,7.53e-01
3dRNAAS2,10,7.55e-01
3dRNAAS2,1,7.61e-01
3dRNAAS2,8,7.79e-01
