Lab,Num,INF nwc
3dRNAAS2,1,0.500
3dRNAAS2,2,0.500
3dRNAAS2,3,0.447
3dRNAAS2,4,0.500
3dRNAAS2,5,0.500
3dRNAAS2,6,0.500
3dRNAAS2,7,0.500
3dRNAAS2,8,0.500
3dRNAAS2,9,0.500
3dRNAAS2,10,0.500
Adamiak,1,0.000
Adamiak,2,0.500
Adamiak,3,0.500
Adamiak,4,0.000
Adamiak,5,-1.000
Adamiak,6,0.000
Adamiak,7,-1.000
Adamiak,8,0.4472
Adamiak,9,-1.000
Adamiak,10,0.000
Chen,1,0.354
Chen,2,0.354
Chen,3,0.500
Chen,4,0.707
Chen,5,0.500
Chen,6,0.500
Chen,7,-1.000
Chen,8,0.500
Chen,9,0.4472
Chen,10,0.4472
RNAComposerAS1,1,0.500
RNAComposerAS1,2,0.500
RNAComposerAS2,1,0.000
RNAComposerAS2,2,-1.000
RW3DAS1,1,0.354
RW3DAS1,2,0.000
RW3DAS1,3,0.500
RW3DAS1,4,0.000
RW3DAS1,5,0.354
RW3DAS1,6,0.000
RW3DAS1,7,0.000
RW3DAS1,8,0.250
RW3DAS1,9,0.000
RW3DAS1,10,0.000
RW3DAS2,1,0.354
RW3DAS2,2,0.000
RW3DAS2,3,0.000
RW3DAS2,4,0.000
RW3DAS2,5,0.289
RW3DAS2,6,0.354
RW3DAS2,7,0.000
RW3DAS2,8,0.354
RW3DAS2,9,0.577
RW3DAS2,10,0.250
SimRNAAS1,1,0.354
SimRNAAS1,2,0.000
SimRNAAS1,3,0.000
SimRNAAS1,4,0.354
SimRNAAS1,5,0.354
SimRNAAS1,6,0.000
SimRNAAS1,7,0.289
SimRNAAS1,8,0.289
SimRNAAS1,9,0.354
SimRNAAS1,10,0.354
SimRNAAS2,1,0.289
SimRNAAS2,2,0.354
SimRNAAS2,3,0.289
SimRNAAS2,4,0.354
SimRNAAS2,5,0.289
SimRNAAS2,6,0.500
SimRNAAS2,7,0.354
SimRNAAS2,8,0.354
SimRNAAS2,9,0.250
SimRNAAS2,10,0.000
