Lab,Num,INF wc
Adamiak,8,0.800
Adamiak,10,0.800
SimRNAAS1,1,0.750
Adamiak,9,0.816
Adamiak,2,0.816
RNAComposerAS1,1,0.816
Adamiak,3,0.816
RNAComposerAS1,2,0.816
Adamiak,7,0.816
Chen,6,0.783
Adamiak,5,0.800
RNAComposerAS2,2,0.800
Adamiak,4,0.816
RNAComposerAS2,1,0.816
Chen,3,0.816
Adamiak,6,0.816
Adamiak,1,0.800
SimRNAAS2,7,0.782
Chen,10,0.709
Chen,1,0.764
Chen,4,0.839
RW3DAS2,4,0.750
RW3DAS2,5,0.750
Chen,7,0.783
RW3DAS1,5,0.765
SimRNAAS2,4,0.783
RW3DAS2,1,0.735
Chen,8,0.766
RW3DAS2,8,0.750
Chen,9,0.766
RW3DAS1,4,0.750
RW3DAS1,9,0.765
RW3DAS2,7,0.722
SimRNAAS2,9,0.782
RW3DAS1,7,0.782
RW3DAS1,3,0.765
RW3DAS2,10,0.765
RW3DAS1,6,0.765
RW3DAS2,9,0.765
RW3DAS1,2,0.782
SimRNAAS2,1,0.765
Chen,2,0.782
Chen,5,0.764
RW3DAS1,1,0.765
RW3DAS2,3,0.722
RW3DAS2,2,0.750
SimRNAAS1,3,0.053
RW3DAS1,10,0.765
RW3DAS2,6,0.735
SimRNAAS1,7,0.626
SimRNAAS2,2,0.782
RW3DAS1,8,0.750
SimRNAAS1,9,0.746
SimRNAAS1,10,0.612
SimRNAAS2,10,0.800
SimRNAAS2,3,0.730
SimRNAAS1,8,0.693
SimRNAAS2,5,0.803
SimRNAAS2,6,0.730
SimRNAAS1,2,0.491
SimRNAAS1,5,0.521
SimRNAAS2,8,0.730
SimRNAAS1,6,0.059
SimRNAAS1,4,0.213
3dRNAAS2,2,0.709
3dRNAAS2,4,0.709
3dRNAAS2,5,0.709
3dRNAAS2,7,0.709
3dRNAAS2,9,0.709
3dRNAAS2,3,0.709
3dRNAAS2,6,0.709
3dRNAAS2,10,0.709
3dRNAAS2,1,0.709
3dRNAAS2,8,0.709
