Lab,Num,INF nwc
3dRNA,1,0.408
3dRNA,2,0.471
3dRNA,3,0.408
3dRNA,4,0.000
3dRNA,5,0.000
Chen,1,0.5774
Chen,2,0.5774
Chen,3,0.000
Chen,4,0.000
Chen,5,0.000
Das,1,0.671
Das,2,0.500
Das,3,0.671
Das,4,0.289
Das,5,0.250
DasORIGINAL,1,0.671
DasORIGINAL,2,0.671
DasORIGINAL,3,0.671
DasORIGINAL,4,0.289
DasORIGINAL,5,0.250
Ding,1,0.2887
Ding,2,0.000
Ding,3,0.000
Ding,4,-1.000
Ding,5,0.000
Dokholyan,1,0.000
Dokholyan,2,-1.000
Dokholyan,3,0.000
Lee,1,0.000
Lee,2,-1.000
Lee,3,0.000
Lee,4,-1.000
Lee,5,-1.000
LeeAS,1,0.000
LeeAS,2,-1.000
LeeAS,3,0.000
LeeAS,4,-1.000
LeeAS,5,-1.000
RNAComposer,1,0.000
RNAComposer,2,0.4714
RNAComposer,3,0.000
RNAComposer,4,0.000
RNAComposer,5,0.000
RW3D,1,0.000
RW3D,2,0.000
RW3D,3,0.000
RW3D,4,0.000
RW3D,5,0.000
RW3D,6,0.000
RW3D,7,0.000
RW3D,8,0.000
RW3D,9,0.000
RW3D,10,0.000
SimRNA,1,0.000
SimRNA,2,0.000
SimRNA,3,0.000
Szachniuk,1,0.000
Szachniuk,2,0.000
Szachniuk,3,0.000
Szachniuk,4,0.000
Szachniuk,5,0.000
YagoubAli,1,0.4082
