Lab,Num,INF nwc
3dRNA,1,0.408
3dRNA,2,0.000
3dRNA,3,1.000
3dRNA,4,0.000
3dRNA,5,1.000
Adamiak,1,0.000
Adamiak,2,0.000
Adamiak,3,0.000
Adamiak,4,0.000
Adamiak,5,0.333
Bujnicki,1,0.000
Bujnicki,2,0.000
Bujnicki,3,-1.000
Bujnicki,4,0.000
Bujnicki,5,0.000
Chen,1,0.000
Chen,2,0.5774
Chen,3,1.000
Chen,4,1.000
Chen,5,-1.000
Das,1,0.707
Das,2,0.500
Das,3,0.577
Das,4,1.000
Das,5,0.000
DasLab,1,0.707
DasLab,2,0.500
DasLab,3,0.577
DasLab,4,1.000
DasLab,5,0.000
Ding,1,-1.000
Ding,2,-1.000
Ding,3,-1.000
Ding,4,-1.000
Ding,5,-1.000
Dokholyan,1,-1.000
LeeServer,1,0.000
LeeServer,2,0.000
LeeServer,3,0.000
LeeServer,4,-1.000
LeeServer,5,-1.000
RNAComposer,1,0.4082
RNAComposer,2,1.000
RNAComposer,3,0.000
RNAComposer,4,0.000
RNAComposer,5,0.5774
RW3D,1,0.000
RW3D,2,0.000
RW3D,3,0.000
RW3D,4,0.000
RW3D,5,0.000
RW3D,6,0.000
RW3D,7,0.000
RW3D,8,0.000
RW3D,9,0.000
RW3D,10,0.000
SimRNA,1,-1.000
SimRNA,2,-1.000
SimRNA,3,-1.000
