Lab,Num,DI all
Chen,1,7.215
Chen,2,10.903
DasLab,2,11.957
Das,2,11.957
RNAComposer,3,15.287
Adamiak,5,14.611
Chen,4,13.373
Bujnicki,2,15.038
DasLab,5,15.066
Das,5,15.066
RNAComposer,2,16.045
DasLab,4,14.202
Das,4,14.202
LeeServer,2,18.958
Adamiak,1,17.716
RNAComposer,5,17.554
Adamiak,4,19.644
DasLab,3,16.669
Das,3,16.669
RNAComposer,4,21.723
LeeServer,4,19.287
3dRNA,4,20.476
3dRNA,2,19.154
Bujnicki,1,19.616
SimRNA,3,26.701
Adamiak,3,23.783
SimRNA,2,19.223
SimRNA,1,22.428
Bujnicki,4,23.421
Ding,1,21.584
3dRNA,5,23.020
3dRNA,1,22.167
LeeServer,1,24.045
DasLab,1,21.702
Das,1,21.702
Chen,3,23.181
3dRNA,3,22.780
RNAComposer,1,24.154
RW3D,5,30.816
Bujnicki,3,20.971
RW3D,4,35.530
Ding,2,24.460
LeeServer,5,24.070
RW3D,2,35.095
Bujnicki,5,23.952
RW3D,6,35.091
Dokholyan,1,25.522
RW3D,1,35.695
RW3D,8,37.821
Adamiak,2,27.702
RW3D,3,36.668
Ding,3,26.178
RW3D,7,36.719
Ding,4,32.148
RW3D,10,36.522
RW3D,9,36.800
LeeServer,3,30.744
Ding,5,32.311
Chen,5,50.338
