Lab,Num,DI all
Chen,7,8.713
Bujnicki,3,8.998
Bujnicki,4,8.998
Bujnicki,5,8.998
Chen,3,9.071
Chen,2,8.763
Chen,5,8.644
Chen,4,8.860
Chen,8,8.813
Chen,1,9.107
Chen,6,9.756
Das,2,11.184
Das,5,10.326
Das,3,11.937
Das,6,11.840
Das,1,11.645
Das,7,12.652
Ding,5,12.997
Ding,3,14.286
Das,4,13.023
Ding,7,13.897
Ding,1,16.766
Das,9,14.275
Ding,2,15.694
Ding,4,15.320
Ding,9,13.758
Das,8,14.451
Ding,8,17.227
Ding,10,18.317
Ding,6,19.740
Dokholyan,4,38.573
Dokholyan,1,37.694
Dokholyan,3,42.095
Dokholyan,2,44.444
