Lab,Num,P-value
Chen,7,0.00e+00
Bujnicki,3,0.00e+00
Bujnicki,4,0.00e+00
Bujnicki,5,0.00e+00
Chen,3,0.00e+00
Chen,2,0.00e+00
Chen,5,0.00e+00
Chen,4,0.00e+00
Chen,8,0.00e+00
Chen,1,0.00e+00
Chen,6,0.00e+00
Das,2,0.00e+00
Das,5,0.00e+00
Das,3,0.00e+00
Das,6,0.00e+00
Das,1,0.00e+00
Das,7,0.00e+00
Ding,5,0.00e+00
Ding,3,5.55e-17
Das,4,2.78e-16
Ding,7,5.00e-16
Ding,1,5.00e-16
Das,9,9.44e-16
Ding,2,1.17e-15
Ding,4,1.33e-15
Ding,9,2.05e-15
Das,8,2.65e-14
Ding,8,3.21e-13
Ding,10,3.67e-13
Ding,6,1.40e-11
Dokholyan,4,4.49e-03
Dokholyan,1,1.55e-02
Dokholyan,3,1.74e-01
Dokholyan,2,7.80e-01
