Report for set: PZ26tRNA
Processed 67 / 67 models (missing solution for 0 models)
========================================================================================================================
Model                                              Solution                                           Status          Details                       
------------------------------------------------------------------------------------------------------------------------
PZ26tRNA_Adamiak_1_refined.pdb                     PZ26tRNA_Adamiak_1_solution.pdb                    SUCCESS         41.427                        
PZ26tRNA_Adamiak_2_refined.pdb                     PZ26tRNA_Adamiak_2_solution.pdb                    SUCCESS         41.614                        
PZ26tRNA_Adamiak_3_refined.pdb                     PZ26tRNA_Adamiak_3_solution.pdb                    SUCCESS         44.08                         
PZ26tRNA_Adamiak_4_refined.pdb                     PZ26tRNA_Adamiak_4_solution.pdb                    SUCCESS         41.14                         
PZ26tRNA_Bujnicki_1_refined.pdb                    PZ26tRNA_Bujnicki_1_solution.pdb                   SUCCESS         47.685                        
PZ26tRNA_Bujnicki_2_refined.pdb                    PZ26tRNA_Bujnicki_2_solution.pdb                   SUCCESS         48.103                        
PZ26tRNA_Bujnicki_3_refined.pdb                    PZ26tRNA_Bujnicki_3_solution.pdb                   SUCCESS         46.588                        
PZ26tRNA_Bujnicki_4_refined.pdb                    PZ26tRNA_Bujnicki_4_solution.pdb                   SUCCESS         47.365                        
PZ26tRNA_Bujnicki_5_refined.pdb                    PZ26tRNA_Bujnicki_5_solution.pdb                   SUCCESS         45.558                        
PZ26tRNA_Chen_10_refined.pdb                       PZ26tRNA_Chen_10_solution.pdb                      SUCCESS         40.569                        
PZ26tRNA_Chen_1_refined.pdb                        PZ26tRNA_Chen_1_solution.pdb                       SUCCESS         40.805                        
PZ26tRNA_Chen_2_refined.pdb                        PZ26tRNA_Chen_2_solution.pdb                       SUCCESS         44.695                        
PZ26tRNA_Chen_3_refined.pdb                        PZ26tRNA_Chen_3_solution.pdb                       SUCCESS         39.25                         
PZ26tRNA_Chen_4_refined.pdb                        PZ26tRNA_Chen_4_solution.pdb                       SUCCESS         43.913                        
PZ26tRNA_Chen_5_refined.pdb                        PZ26tRNA_Chen_5_solution.pdb                       SUCCESS         43.765                        
PZ26tRNA_Chen_6_refined.pdb                        PZ26tRNA_Chen_6_solution.pdb                       SUCCESS         40.124                        
PZ26tRNA_Chen_7_refined.pdb                        PZ26tRNA_Chen_7_solution.pdb                       SUCCESS         40.562                        
PZ26tRNA_Chen_8_refined.pdb                        PZ26tRNA_Chen_8_solution.pdb                       SUCCESS         42.051                        
PZ26tRNA_Chen_9_refined.pdb                        PZ26tRNA_Chen_9_solution.pdb                       SUCCESS         40.187                        
PZ26tRNA_Das_10_refined.pdb                        PZ26tRNA_Das_10_solution.pdb                       SUCCESS         46.352                        
PZ26tRNA_Das_1_refined.pdb                         PZ26tRNA_Das_1_solution.pdb                        SUCCESS         48.181                        
PZ26tRNA_Das_2_refined.pdb                         PZ26tRNA_Das_2_solution.pdb                        SUCCESS         48.828                        
