Lab,Num,INF nwc
SimRNAAS2,1,0.000
Das,4,0.000
SimRNAAS2,7,0.000
Das,1,0.000
Das,8,0.000
Das,9,0.000
Chen,5,0.000
Bujnicki,7,0.000
Das,7,0.000
DasExtraInfo,1,0.218
Das,2,0.000
Das,6,0.000
Chen,2,0.000
Adamiak,2,0.000
RNAComposerAS2,3,0.000
RNAComposerAS2,2,-1.000
DasExtraInfo,2,0.000
SimRNAAS2,6,0.000
Bujnicki,8,-1.000
RNAComposerAS2,1,0.000
Adamiak,1,-1.000
Adamiak,3,-1.000
RNAComposerAS2,5,0.000
SimRNAAS2,8,0.000
RNAComposerAS2,6,-1.000
RNAComposerAS2,7,-1.000
Ding,7,0.000
DasExtraInfo,3,-1.000
Ding,10,0.000
Major,10,0.000
RNAComposerAS2,4,-1.000
RNAComposerAS2,8,0.000
Xiao,7,0.000
Bujnicki,5,0.000
Bujnicki,1,-1.000
Bujnicki,9,-1.000
Xiao,9,0.000
SimRNAAS2,9,0.000
Bujnicki,6,-1.000
Bujnicki,10,0.000
Bujnicki,2,0.000
Ding,3,0.000
Xiao,5,0.000
Bujnicki,3,0.000
Chen,6,0.000
Ding,8,0.000
Das,3,0.000
Major,6,0.000
Xiao,1,0.000
Ding,1,0.000
Dokholyan,3,0.000
SimRNAAS2,4,0.000
Chen,4,0.000
SimRNAAS1,6,0.000
Das,5,0.000
Xiao,3,0.000
Xiao,10,0.000
RNAComposerAS2,10,-1.000
SimRNAAS2,3,0.000
Chen,9,0.000
SimRNAAS1,1,0.000
Ding,4,0.000
Xiao,8,-1.000
Ding,5,-1.000
Ding,2,0.000
Bujnicki,4,0.000
RNAComposerAS2,9,0.000
SimRNAAS2,2,-1.000
Chen,1,0.000
Dokholyan,2,0.000
Major,7,0.218
Chen,7,-1.000
Major,9,0.000
SimRNAAS1,2,0.000
Xiao,2,-1.000
SimRNAAS1,8,0.000
Chen,8,-1.000
Major,8,0.000
Ding,9,0.000
SimRNAAS1,4,0.000
Major,1,0.000
Ding,6,0.000
SimRNAAS1,3,0.000
SimRNAAS1,5,0.000
Major,3,-1.000
Xiao,6,0.000
Chen,3,0.000
Xiao,4,0.000
Das,10,0.000
RNAComposerAS1,8,0.000
RNAComposerAS1,3,0.000
Major,2,-1.000
RNAComposerAS1,10,-1.000
Major,5,0.000
SimRNAAS2,5,0.000
Major,4,-1.000
RNAComposerAS1,1,-1.000
RNAComposerAS1,6,-1.000
Chen,10,0.000
SimRNAAS1,7,0.000
RNAComposerAS1,9,0.000
RNAComposerAS1,5,0.000
RNAComposerAS1,4,0.000
SimRNAAS1,9,0.000
RNAComposerAS1,7,0.000
RNAComposerAS1,2,0.000
Dokholyan,1,0.000
