Lab,Num,DI all
SimRNAAS2,1,7.101
Das,4,9.846
SimRNAAS2,7,10.352
Das,1,10.748
Das,8,11.521
Das,9,11.834
Chen,5,14.133
Bujnicki,7,14.547
Das,7,15.058
DasExtraInfo,1,14.954
Das,2,15.265
Das,6,16.378
Chen,2,16.034
Adamiak,2,19.085
RNAComposerAS2,3,22.554
RNAComposerAS2,2,19.257
DasExtraInfo,2,16.518
SimRNAAS2,6,19.511
Bujnicki,8,16.086
RNAComposerAS2,1,22.219
Adamiak,1,20.152
Adamiak,3,19.435
RNAComposerAS2,5,21.738
SimRNAAS2,8,18.557
RNAComposerAS2,6,22.616
RNAComposerAS2,7,21.446
Ding,7,20.251
DasExtraInfo,3,17.537
Ding,10,22.135
Major,10,38.533
RNAComposerAS2,4,21.672
RNAComposerAS2,8,22.608
Xiao,7,27.031
Bujnicki,5,19.694
Bujnicki,1,20.166
Bujnicki,9,20.166
Xiao,9,26.659
SimRNAAS2,9,21.412
Bujnicki,6,20.120
Bujnicki,10,22.295
Bujnicki,2,22.295
Ding,3,24.929
Xiao,5,26.871
Bujnicki,3,22.874
Chen,6,24.232
Ding,8,23.222
Das,3,20.293
Major,6,25.412
Xiao,1,27.712
Ding,1,24.374
Dokholyan,3,22.298
SimRNAAS2,4,22.404
Chen,4,22.895
SimRNAAS1,6,24.318
Das,5,20.966
Xiao,3,23.852
Xiao,10,29.469
RNAComposerAS2,10,27.135
SimRNAAS2,3,24.377
Chen,9,22.156
SimRNAAS1,1,26.963
Ding,4,24.187
Xiao,8,29.135
Ding,5,24.024
Ding,2,30.476
Bujnicki,4,25.435
RNAComposerAS2,9,28.653
SimRNAAS2,2,23.566
Chen,1,23.564
Dokholyan,2,25.891
Major,7,37.895
Chen,7,24.884
Major,9,49.425
SimRNAAS1,2,27.201
Xiao,2,26.237
SimRNAAS1,8,26.829
Chen,8,24.575
Major,8,39.350
Ding,9,26.805
SimRNAAS1,4,27.927
Major,1,28.303
Ding,6,29.958
SimRNAAS1,3,26.725
SimRNAAS1,5,27.215
Major,3,29.433
Xiao,6,30.472
Chen,3,27.519
Xiao,4,35.658
Das,10,24.020
RNAComposerAS1,8,35.527
RNAComposerAS1,3,34.764
Major,2,32.212
RNAComposerAS1,10,36.555
Major,5,33.666
SimRNAAS2,5,27.187
Major,4,30.805
RNAComposerAS1,1,32.746
RNAComposerAS1,6,38.554
Chen,10,47.369
SimRNAAS1,7,43.883
RNAComposerAS1,9,36.391
RNAComposerAS1,5,40.578
RNAComposerAS1,4,38.326
SimRNAAS1,9,42.866
RNAComposerAS1,7,51.404
RNAComposerAS1,2,49.900
Dokholyan,1,40.276
