Lab,Num,DI all
Das,4,16.462
Das,6,17.456
Das,2,19.017
Das,1,20.266
Das,9,21.342
Das,3,21.808
Das,5,21.483
Das,7,24.678
Das,8,24.307
Major,3,30.756
Major,2,30.911
Chen,4,34.458
Chen,2,38.037
Major,1,30.909
Major,4,31.443
Major,7,31.697
Dokholyan,5,34.491
Major,6,33.048
Chen,5,37.686
Chen,3,40.129
Chen,1,40.539
Major,5,35.409
Dokholyan,4,37.904
Dokholyan,1,39.455
Dokholyan,3,38.282
Dokholyan,2,39.281
Das,10,41.374
Bujnicki,2,46.727
Chen,7,51.715
Bujnicki,4,51.807
Bujnicki,3,57.521
Chen,6,56.966
Bujnicki,1,55.746
Dokholyan,6,58.663
