Lab,Num,P-value
Das,4,0.00e+00
Das,6,0.00e+00
Das,2,0.00e+00
Das,1,0.00e+00
Das,9,0.00e+00
Das,3,0.00e+00
Das,5,0.00e+00
Das,7,0.00e+00
Das,8,0.00e+00
Major,3,0.00e+00
Major,2,0.00e+00
Chen,4,0.00e+00
Chen,2,0.00e+00
Major,1,0.00e+00
Major,4,0.00e+00
Major,7,0.00e+00
Dokholyan,5,0.00e+00
Major,6,0.00e+00
Chen,5,1.11e-16
Chen,3,1.66e-16
Chen,1,1.94e-15
Major,5,1.94e-15
Dokholyan,4,5.45e-14
Dokholyan,1,6.14e-12
Dokholyan,3,1.01e-11
Dokholyan,2,3.80e-11
Das,10,1.35e-07
Bujnicki,2,1.66e-05
Chen,7,2.10e-05
Bujnicki,4,2.29e-04
Bujnicki,3,2.46e-04
Chen,6,1.03e-01
Bujnicki,1,2.23e-01
Dokholyan,6,2.94e-01
