Lab,Num,INF wc
TS232,3,0.981
TS232,5,0.990
TS232,1,0.984
TS325,1,0.984
TS325,2,0.984
TS325,3,0.984
TS325,4,0.984
TS325,5,0.984
TS347,1,0.984
TS347,2,0.984
TS347,3,0.984
TS347,4,0.984
TS347,5,0.984
TS456,1,0.984
TS456,2,0.984
TS456,3,0.984
TS456,4,0.984
TS456,5,0.984
TS287,4,0.990
TS081,2,0.984
TS081,3,0.977
TS081,4,0.984
TS081,1,0.984
TS287,5,0.997
TS232,4,0.981
TS128,1,0.967
TS287,1,0.990
TS287,2,0.890
TS128,2,0.933
TS232,2,0.984
TS081,5,0.984
TS119,1,0.967
TS287,3,0.990
TS119,2,0.970
TS119,4,0.961
TS128,3,0.915
TS128,4,0.808
TS128,5,0.781
TS054,5,0.970
TS054,4,0.967
TS119,3,0.974
TS147,5,0.921
TS054,2,0.977
TS235,4,0.926
TS076,5,0.910
TS125,1,0.910
TS444,1,0.910
TS434,1,0.892
TS125,2,0.890
TS416,2,0.890
TS245,4,0.301
TS245,5,0.191
TS235,3,0.833
TS238,1,0.000
TS235,2,0.776
TS185,3,-
TS054,3,0.957
TS125,5,0.874
TS416,5,0.874
TS227,5,0.900
TS227,3,0.884
TS392,2,0.847
TS470,3,0.602
TS489,3,0.602
TS076,3,0.881
TS147,1,0.916
TS434,4,0.896
TS235,5,0.922
TS470,5,0.535
TS489,5,0.535
TS470,4,0.568
TS489,4,0.568
TS392,1,0.845
TS470,2,0.571
TS489,2,0.571
TS235,1,0.813
TS245,2,0.197
TS229,4,0.622
TS076,4,0.794
TS392,3,0.831
TS125,4,0.904
TS416,4,0.904
TS439,4,0.904
TS434,3,0.895
TS147,2,0.933
TS229,3,0.595
TS239,4,0.595
TS439,3,0.595
TS245,3,0.208
TS444,5,0.208
TS444,3,0.640
TS470,1,0.640
TS489,1,0.640
TS147,3,0.926
TS110,5,0.808
TS054,1,0.967
TS185,1,-
TS239,2,0.658
TS125,3,0.851
TS076,1,0.883
TS110,4,0.855
TS147,4,0.922
TS434,5,0.882
TS185,5,-
TS229,5,0.632
TS439,5,0.632
TS076,2,0.917
TS229,1,0.612
TS239,1,0.612
TS416,1,0.612
TS439,1,0.612
TS239,5,0.545
TS444,4,0.545
TS238,2,0.030
TS110,2,0.819
TS227,4,0.878
TS434,2,0.889
TS035,4,0.320
TS029,1,0.194
TS119,5,0.941
TS238,3,0.338
TS227,2,0.898
TS110,1,0.781
TS227,1,0.895
TS245,1,0.343
TS385,1,0.343
TS444,2,0.343
TS229,2,0.648
TS439,2,0.648
TS110,3,0.789
TS035,3,0.909
TS185,2,-
TS035,2,0.905
TS248,2,0.902
TS248,1,0.902
TS248,4,0.901
TS248,3,0.905
TS035,1,0.897
TS248,5,0.898
TS029,4,0.011
TS239,3,0.657
TS416,3,0.657
TS029,5,0.076
TS029,2,0.177
TS185,4,-
TS029,3,0.045
TS097,1,0.179
TS097,2,0.179
TS097,3,0.179
TS097,4,0.179
TS097,5,0.179
TS177,1,0.159
TS035,5,0.424
TS131,4,-
TS131,1,0.000
TS131,5,0.000
TS131,3,0.000
TS131,2,-
