Lab,Num,TM-score
TS232,3,0.7470
TS232,5,0.7190
TS232,1,0.7100
TS325,1,0.7100
TS325,2,0.7100
TS325,3,0.7100
TS325,4,0.7100
TS325,5,0.7100
TS347,1,0.7100
TS347,2,0.7100
TS347,3,0.7100
TS347,4,0.7100
TS347,5,0.7100
TS456,1,0.7100
TS456,2,0.7100
TS456,3,0.7100
TS456,4,0.7100
TS456,5,0.7100
TS287,4,0.5920
TS081,2,0.6140
TS081,3,0.5940
TS081,4,0.6220
TS081,1,0.5990
TS287,5,0.5750
TS232,4,0.6000
TS128,1,0.5350
TS287,1,0.5580
TS287,2,0.6110
TS128,2,0.4730
TS232,2,0.6500
TS081,5,0.4930
TS119,1,0.4570
TS287,3,0.5480
TS119,2,0.3280
TS119,4,0.3810
TS128,3,0.4390
TS128,4,0.4350
TS128,5,0.4040
TS054,5,0.3800
TS054,4,0.2500
TS119,3,0.3220
TS147,5,0.3210
TS054,2,0.2500
TS235,4,0.3090
TS076,5,0.2400
TS125,1,0.2400
TS444,1,0.2400
TS434,1,0.2730
TS125,2,0.2640
TS416,2,0.2640
TS245,4,0.1780
TS245,5,0.1910
TS235,3,0.2900
TS238,1,0.1690
TS235,2,0.2310
TS185,3,0.3170
TS054,3,0.1840
TS125,5,0.1890
TS416,5,0.1890
TS227,5,0.2440
TS227,3,0.2700
TS392,2,0.2080
TS470,3,0.1900
TS489,3,0.1900
TS076,3,0.2220
TS147,1,0.2610
TS434,4,0.2180
TS235,5,0.2170
TS470,5,0.1670
TS489,5,0.1670
TS470,4,0.1830
TS489,4,0.1830
TS392,1,0.2990
TS470,2,0.1970
TS489,2,0.1970
TS235,1,0.2480
TS245,2,0.1740
TS229,4,0.2560
TS076,4,0.2980
TS392,3,0.2250
TS125,4,0.2420
TS416,4,0.2420
TS439,4,0.2420
TS434,3,0.1640
TS147,2,0.2290
TS229,3,0.2550
TS239,4,0.2550
TS439,3,0.2550
TS245,3,0.1840
TS444,5,0.1840
TS444,3,0.2130
TS470,1,0.2130
TS489,1,0.2130
TS147,3,0.2240
TS110,5,0.2520
TS054,1,0.2390
TS185,1,0.2950
TS239,2,0.2490
TS125,3,0.2440
TS076,1,0.1940
TS110,4,0.3060
TS147,4,0.2850
TS434,5,0.2130
TS185,5,0.2820
TS229,5,0.2370
TS439,5,0.2370
TS076,2,0.2400
TS229,1,0.2080
TS239,1,0.2080
TS416,1,0.2080
TS439,1,0.2080
TS239,5,0.2200
TS444,4,0.2200
TS238,2,0.2010
TS110,2,0.2670
TS227,4,0.2390
TS434,2,0.2290
TS035,4,0.1860
TS029,1,0.1840
TS119,5,0.2190
TS238,3,0.1660
TS227,2,0.2060
TS110,1,0.2710
TS227,1,0.2160
TS245,1,0.1710
TS385,1,0.1710
TS444,2,0.1710
TS229,2,0.2250
TS439,2,0.2250
TS110,3,0.3010
TS035,3,0.2080
TS185,2,0.2810
TS035,2,0.2180
TS248,2,0.2090
TS248,1,0.2290
TS248,4,0.2220
TS248,3,0.2310
TS035,1,0.2380
TS248,5,0.2320
TS029,4,0.1880
TS239,3,0.1950
TS416,3,0.1950
TS029,5,0.1760
TS029,2,0.1770
TS185,4,0.2940
TS029,3,0.2180
TS097,1,0.1640
TS097,2,0.1640
TS097,3,0.1640
TS097,4,0.1640
TS097,5,0.1640
TS177,1,0.1660
TS035,5,0.1990
TS131,4,0.1270
TS131,1,0.1290
TS131,5,0.1170
TS131,3,0.1290
TS131,2,0.1220
