Lab,Num,INF stacking
TS232,3,0.878
TS232,5,0.885
TS232,1,0.877
TS325,1,0.877
TS325,2,0.877
TS325,3,0.877
TS325,4,0.877
TS325,5,0.877
TS347,1,0.877
TS347,2,0.877
TS347,3,0.877
TS347,4,0.877
TS347,5,0.877
TS456,1,0.877
TS456,2,0.877
TS456,3,0.877
TS456,4,0.877
TS456,5,0.877
TS287,4,0.871
TS081,2,0.844
TS081,3,0.832
TS081,4,0.839
TS081,1,0.833
TS287,5,0.883
TS232,4,0.862
TS128,1,0.819
TS287,1,0.868
TS287,2,0.850
TS128,2,0.810
TS232,2,0.863
TS081,5,0.827
TS119,1,0.851
TS287,3,0.867
TS119,2,0.832
TS119,4,0.859
TS128,3,0.803
TS128,4,0.782
TS128,5,0.756
TS054,5,0.797
TS054,4,0.802
TS119,3,0.844
TS147,5,0.792
TS054,2,0.842
TS235,4,0.746
TS076,5,0.803
TS125,1,0.803
TS444,1,0.803
TS434,1,0.758
TS125,2,0.773
TS416,2,0.773
TS245,4,0.629
TS245,5,0.632
TS235,3,0.719
TS238,1,0.154
TS235,2,0.753
TS185,3,-
TS054,3,0.787
TS125,5,0.777
TS416,5,0.777
TS227,5,0.798
TS227,3,0.772
TS392,2,0.749
TS470,3,0.583
TS489,3,0.583
TS076,3,0.785
TS147,1,0.796
TS434,4,0.790
TS235,5,0.761
TS470,5,0.499
TS489,5,0.499
TS470,4,0.562
TS489,4,0.562
TS392,1,0.772
TS470,2,0.565
TS489,2,0.565
TS235,1,0.744
TS245,2,0.636
TS229,4,0.700
TS076,4,0.776
TS392,3,0.762
TS125,4,0.776
TS416,4,0.776
TS439,4,0.776
TS434,3,0.743
TS147,2,0.810
TS229,3,0.619
TS239,4,0.619
TS439,3,0.619
TS245,3,0.599
TS444,5,0.599
TS444,3,0.598
TS470,1,0.598
TS489,1,0.598
TS147,3,0.804
TS110,5,0.775
TS054,1,0.789
TS185,1,-
TS239,2,0.719
TS125,3,0.723
TS076,1,0.767
TS110,4,0.784
TS147,4,0.802
TS434,5,0.764
TS185,5,-
TS229,5,0.692
TS439,5,0.692
TS076,2,0.799
TS229,1,0.713
TS239,1,0.713
TS416,1,0.713
TS439,1,0.713
TS239,5,0.669
TS444,4,0.669
TS238,2,0.150
TS110,2,0.751
TS227,4,0.803
TS434,2,0.779
TS035,4,0.601
TS029,1,0.506
TS119,5,0.827
TS238,3,0.356
TS227,2,0.751
TS110,1,0.764
TS227,1,0.748
TS245,1,0.616
TS385,1,0.616
TS444,2,0.616
TS229,2,0.714
TS439,2,0.714
TS110,3,0.726
TS035,3,0.747
TS185,2,-
TS035,2,0.749
TS248,2,0.732
TS248,1,0.728
TS248,4,0.735
TS248,3,0.736
TS035,1,0.731
TS248,5,0.753
TS029,4,0.524
TS239,3,0.695
TS416,3,0.695
TS029,5,0.399
TS029,2,0.498
TS185,4,-
TS029,3,0.475
TS097,1,0.385
TS097,2,0.385
TS097,3,0.385
TS097,4,0.385
TS097,5,0.385
TS177,1,0.515
TS035,5,0.596
TS131,4,0.692
TS131,1,0.689
TS131,5,0.709
TS131,3,0.699
TS131,2,0.701
