Lab,Num,P-value
Chen,5,0.00e+00
Adamiak,1,0.00e+00
Adamiak,3,0.00e+00
Chen,8,0.00e+00
Chen,3,0.00e+00
Bujnicki,5,0.00e+00
Chen,9,0.00e+00
Chen,1,0.00e+00
Bujnicki,2,0.00e+00
Chen,7,0.00e+00
Chen,4,0.00e+00
Bujnicki,3,0.00e+00
Adamiak,4,0.00e+00
Chen,10,0.00e+00
Adamiak,2,0.00e+00
Adamiak,5,0.00e+00
Bujnicki,1,0.00e+00
Chen,2,0.00e+00
Bujnicki,4,0.00e+00
Chen,6,0.00e+00
Das,5,0.00e+00
Das,7,0.00e+00
Das,8,0.00e+00
Xiao,1,0.00e+00
Xiao,4,0.00e+00
Xiao,5,0.00e+00
Xiao,3,0.00e+00
Das,1,0.00e+00
Das,9,0.00e+00
Das,6,0.00e+00
Das,3,0.00e+00
Das,10,0.00e+00
Das,2,0.00e+00
Das,4,0.00e+00
iFoldRNA,1,0.00e+00
SimRNA,1,0.00e+00
RNAComposer,1,0.00e+00
Ding,2,5.55e-17
RNAComposer,3,5.55e-17
SimRNA,5,5.55e-17
SimRNA,3,4.00e-15
SimRNA,4,4.27e-15
SimRNA,2,9.55e-15
Ding,3,9.88e-15
RNAComposer,2,2.13e-14
Ding,1,2.02e-13
Xiao,2,7.52e-01
