Lab,Num,INF wc
Chen,5,0.953
Adamiak,1,0.906
Adamiak,3,0.927
Chen,8,0.927
Chen,3,0.933
Bujnicki,5,0.900
Chen,9,0.953
Chen,1,0.906
Bujnicki,2,0.850
Chen,7,0.933
Chen,4,0.906
Bujnicki,3,0.850
Adamiak,4,0.927
Chen,10,0.953
Adamiak,2,0.927
Adamiak,5,0.927
Bujnicki,1,0.872
Chen,2,0.906
Bujnicki,4,0.850
Chen,6,0.906
Das,5,0.900
Das,7,0.900
Das,8,0.900
Xiao,1,0.693
Xiao,4,0.783
Xiao,5,0.783
Xiao,3,0.783
Das,1,0.872
Das,9,0.896
Das,6,0.896
Das,3,0.923
Das,10,0.896
Das,2,0.808
Das,4,0.896
iFoldRNA,1,0.800
SimRNA,1,0.732
RNAComposer,1,0.843
Ding,2,0.950
RNAComposer,3,0.900
SimRNA,5,0.750
SimRNA,3,0.900
SimRNA,4,0.800
SimRNA,2,0.830
Ding,3,0.923
RNAComposer,2,0.843
Ding,1,0.950
Xiao,2,0.759
