Lab,Num,DI all
Chen,5,3.000
Adamiak,1,3.403
Adamiak,3,3.337
Chen,8,3.287
Chen,3,3.383
Bujnicki,5,3.380
Chen,9,3.388
Chen,1,3.594
Bujnicki,2,3.855
Chen,7,3.600
Chen,4,3.714
Bujnicki,3,3.810
Adamiak,4,3.741
Chen,10,3.671
Adamiak,2,4.131
Adamiak,5,4.059
Bujnicki,1,3.996
Chen,2,4.206
Bujnicki,4,4.333
Chen,6,4.209
Das,5,4.617
Das,7,4.840
Das,8,5.438
Xiao,1,7.844
Xiao,4,7.164
Xiao,5,7.068
Xiao,3,7.069
Das,1,7.927
Das,9,8.468
Das,6,8.888
Das,3,8.820
Das,10,9.618
Das,2,10.985
Das,4,9.539
iFoldRNA,1,11.535
SimRNA,1,12.161
RNAComposer,1,12.799
Ding,2,11.959
RNAComposer,3,13.509
SimRNA,5,13.483
SimRNA,3,13.583
SimRNA,4,14.955
SimRNA,2,13.697
Ding,3,13.508
RNAComposer,2,14.501
Ding,1,15.250
Xiao,2,38.763
