Lab,Num,DI all
Das,1,26.858
Das,2,31.189
Chen,5,30.905
Das,3,33.281
Das,5,32.963
Bujnicki,4,32.892
Bujnicki,5,32.891
Das,6,33.230
Das,7,34.823
Das,4,35.639
Bujnicki,3,34.953
Bujnicki,6,35.106
Ding,9,40.553
Bujnicki,7,35.644
Das,8,35.282
Major,3,38.885
Ding,8,40.375
Major,9,40.037
Major,8,39.788
Major,4,40.318
Major,6,39.859
Chen,4,37.553
Major,2,40.468
Major,5,40.338
Major,7,40.345
Chen,1,58.002
Adamiak,5,40.190
Adamiak,2,43.243
Chen,7,39.221
Major,1,42.444
Ding,1,42.243
Adamiak,1,41.626
Chen,6,39.213
Ding,6,44.128
Ding,5,45.550
Ding,7,43.966
Dokholyan,1,44.498
Chen,8,40.231
Chen,3,40.949
Adamiak,4,44.687
Adamiak,3,44.881
Major,10,45.739
Ding,3,48.714
Chen,10,43.817
Ding,4,49.566
Ding,2,49.220
Chen,9,45.625
Chen,2,46.773
Ding,10,56.554
Dokholyan,2,64.855
Bujnicki,1,66.139
Bujnicki,2,95.169
